id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.07,2014-04-10,0.04166666666666664,5.464538461538462,12.01772093023256,136.535,,,,8.229800000000001,36.7248,22.179,,,,1.0,0.4,0.5,6.0,21.390310357356892,1.0
AS14.07,2014-04-11,0.027020808323329332,6.0175238095238095,14.95398,,,,,13.370333333333335,45.2425,25.5401,,,,,0.5,0.0,6.0,18.016870998567143,1.0
AS14.07,2014-04-12,0.061853223237968526,6.734214953271028,18.99228409090909,82.91925,,,,9.046,131.26216666666667,59.802,72.282,,,1.0,0.0,0.75,6.0,27.83587097737097,1.0
AS14.07,2014-04-13,0.01631944444444443,7.621789473684211,13.13329411764706,222.04914285714287,,,,8.4438,102.012,,,,,1.0,-0.25,1.0,6.0,17.903721671743497,
AS14.07,2014-04-14,0.03335375816993464,7.427553191489361,18.213112903225806,116.27425,,,,6.4354,78.84425,,,,,1.0,-0.2,0.4,6.0,22.153050855054698,1.0
AS14.07,2014-04-15,0.019623337804315216,4.958441176470588,14.615117647058824,77.42916666666666,,,,18.11925,162.56216666666666,,,,,,-0.75,0.5,6.0,17.65384615384614,
AS14.07,2014-04-16,0.059836300063572836,4.532594339622642,16.229157894736844,,,,,8.383857142857142,57.29257142857143,33.254,22.088,,,1.0,-1.25,0.0,5.0,22.80233581920167,1.0
AS14.07,2014-04-17,0.04420903954802262,4.326488888888888,15.785378048780489,297.984,,,,12.537833333333333,85.40228571428572,,,,,1.0,-1.2,0.0,4.0,26.818218749016534,
AS14.07,2014-04-18,0.01709770114942531,8.03475,22.58509375,,,,,11.862142857142857,105.96533333333333,,,,,1.0,-1.0,-0.4,5.0,51.622850012779224,1.0
AS14.07,2014-04-19,0.003125470618354867,4.730181818181818,11.995595744680852,138.522,,,,9.527,64.124,,,,,,0.25,0.75,7.0,17.159600019454974,
AS14.07,2014-04-20,0.029761904761904795,3.371352941176471,18.99074074074074,14.091,,,,10.042,117.18,,28.115666666666666,,,,-2.0,-1.0,3.0,23.987666702270488,
AS14.07,2014-04-21,0.024977043158861328,7.518671641791045,20.591554054054054,215.294,,,,9.839400000000001,74.19888461538461,59.3365,38.7365,,,,-0.4,0.8,7.0,22.121509781070774,
AS14.07,2014-04-22,0.022083333333333316,6.466738095238095,23.61552272727273,,,,,9.868799999999998,16.924285714285713,,,,,,-0.2,0.4,6.0,20.94739998579025,1.0
AS14.07,2014-04-23,0.042521367521367516,5.35042718446602,17.4930198019802,98.756,,,,7.32475,139.9264,81.312,,,,1.0,-0.6666666666666666,0.0,6.0,20.148983599709677,
AS14.07,2014-04-24,0.02037037037037035,6.177630434782609,16.82617543859649,,,,,5.5005,42.9442,,,1.003,,1.0,-0.6,0.4,6.0,30.32638596233568,1.0
AS14.07,2014-04-25,0.02976190476190475,4.671065573770492,16.00069387755102,153.495,,,,8.716,89.42519999999999,,,,,1.0,0.3333333333333333,-0.6666666666666666,4.0,16.57224637529125,
AS14.07,2014-04-26,0.018915739069801873,6.2272,18.599863636363636,108.74000000000001,,,,10.908,72.24523076923077,,33.172,,,,-0.4,-0.2,5.0,25.633529459728923,
AS14.07,2014-04-27,0.013407752824023426,5.324,14.120452380952381,147.25533333333337,,,,17.215249999999997,72.2035,,53.51,,,1.0,-0.6,0.4,6.0,24.106776337874567,1.0
AS14.07,2014-04-28,0.05362311591303191,6.258165048543689,17.461739361702126,108.60227272727273,,,,7.925285714285714,28.90876,1.004,13.297545454545455,2.4033333333333333,,1.0,0.25,0.75,7.0,22.262234057517755,1.0
AS14.07,2014-04-29,0.05241650463598251,7.112282051282052,20.533651785714284,87.7945,,14.065,,7.1003333333333325,58.1446,,61.620666666666665,,,1.0,-2.0,0.0,5.0,24.096384614378536,1.0
AS14.07,2014-04-30,0.02414791881612267,6.665506329113924,15.098128,226.14333333333335,,,,8.033,69.806,,41.3824,,,,-2.0,0.5,5.0,17.2140602462263,
AS14.07,2014-05-01,0.016281512605042008,5.923027027027027,18.838347826086956,144.158,,,,10.729999999999999,70.56566666666667,,49.2575,,,,-1.6666666666666667,-0.3333333333333333,5.0,28.428419366959584,
AS14.07,2014-05-02,0.039574836320704104,4.830151515151515,11.761793103448275,166.687,,,,12.80175,69.02108333333334,,56.0475,,,,-0.6,0.6,6.0,24.067122794034187,
AS14.07,2014-05-03,0.01416666666666668,6.287333333333333,9.672157894736841,151.789,,,,9.34375,109.0,,,,,1.0,-0.6666666666666666,0.0,6.0,20.053049993515007,
AS14.07,2014-05-04,0.051190476190476245,6.505208333333333,27.7235625,51.12933333333333,,,,9.085,50.315,,,,,,-1.0,1.0,8.0,50.13381251692767,
AS14.07,2014-05-05,,,,,,,,,,,,,,,-1.5,0.5,6.0,,
AS14.08,2014-02-17,,,,,,,,,,,,,,,,,,,1.0
AS14.08,2014-02-18,,,,,,,,,,,,,,,,,,,1.0
AS14.08,2014-02-25,,,,,,,,,,,,,,1.0,,,,,
AS14.08,2014-02-28,,,,,,,,,,,,,,,,,,,1.0
AS14.08,2014-03-03,,,,,,,,,,,,,,,,,,,1.0
AS14.08,2014-03-05,,,,,,,,,,,,,,,0.0,1.0,6.0,,
AS14.08,2014-03-06,,,,,,,,,,,,,,,-0.6,1.0,7.0,,1.0
AS14.08,2014-03-07,,,,,,,,,,,,,,,0.6,1.0,7.0,,1.0
AS14.08,2014-03-08,,,,,,,,,,,,,,,0.0,1.0,6.0,,
AS14.08,2014-03-09,,,,,,,,,,,,,,,-1.0,,7.0,,
AS14.08,2014-03-10,,,,,,,,,,,,,,,-1.0,1.0,6.0,,1.0
AS14.08,2014-03-11,,,,,,,,,,,,,,,0.4,1.0,7.0,,1.0
AS14.08,2014-03-12,,,,,,,,,,,,,,,0.6,1.0,7.0,,
AS14.08,2014-03-13,,4.5959,8.509749999999999,,,,,5.17,16.5926,,,13.062,,,0.0,1.0,7.0,32.66300003345196,1.0
AS14.08,2014-03-14,,4.170888888888888,8.34368181818182,,,,,8.4516,27.043962962962965,47.40222222222222,19.412,6.703,,,-0.2,1.0,7.0,41.41877502799036,1.0
AS14.08,2014-03-15,,3.0063333333333335,12.379619047619046,38.795,,,17.086,8.110800000000001,28.102999999999998,,,,,,-0.6,1.0,6.0,44.98152941815997,1.0
AS14.08,2014-03-16,,3.6893333333333334,7.9655625,,,,,7.034375,37.51266666666667,,,11.119,,,-1.25,1.0,7.0,46.471399990717586,
AS14.08,2014-03-17,0.00555555555555555,4.041714285714286,9.538590909090908,,,,,6.839499999999999,40.909666666666666,,,,,,0.0,1.0,6.0,27.050160007476805,
AS14.08,2014-03-18,0.004406130268199233,2.96,10.886727272727272,47.59666666666667,,,,6.7338571428571425,25.214812499999997,,,,,,-0.2,1.0,6.0,34.544599986076335,
AS14.08,2014-03-19,0.00925154824613819,3.4038888888888885,10.453249999999999,6.61775,,,,6.512857142857143,34.5685,,,9.097999999999999,,1.0,-0.2,1.0,7.0,35.1664827281031,
AS14.08,2014-03-20,0.00520681413061092,2.7585,13.50925,,,,,6.8585714285714285,37.39175,,,,,,-0.2,1.0,7.0,25.22699997901917,1.0
AS14.08,2014-03-21,0.00894230236465267,4.151875,11.565720930232558,,,,,7.454428571428571,17.737928571428572,,,16.105333333333334,,,-0.4,1.0,7.0,30.888267853430335,1.0
AS14.08,2014-03-22,0.0023581568290957193,3.5189999999999997,6.883565217391305,,,,,6.165285714285714,37.72975,89.938,,16.075,,,-0.4,1.0,6.0,32.83115001916884,
AS14.08,2014-03-23,0.010809601697618347,4.314125,5.537166666666667,,,,,7.031714285714286,25.323900000000002,40.405125,,12.055666666666667,,1.0,-0.2,1.0,7.0,27.27850000725853,
AS14.08,2014-03-24,0.009910906511364876,2.4045,8.31188888888889,,,,,7.431857142857142,22.206314285714285,,,5.531499999999999,,,-0.8,1.0,7.0,30.82436666488649,
AS14.08,2014-03-25,0.00307009167303285,4.534,4.986785714285714,44.56,,,,5.867000000000001,19.7949375,,,,,,-0.6,1.0,7.0,27.9339615381681,1.0
AS14.08,2014-03-26,0.008288770053475935,4.083083333333334,13.669823529411763,112.399,,,161.499,7.662999999999999,22.91846153846154,,,11.029,,,-0.25,,6.0,29.856500019629795,1.0
AS14.08,2014-03-27,0.006560313669125571,2.9445714285714284,8.967735294117647,,,,,8.141,19.951349999999998,,,12.025,,,0.0,1.0,6.0,18.635542862755923,1.0
AS14.08,2014-03-28,0.010228204363785423,3.4547142857142856,10.434463414634147,,,,,7.432571428571428,19.284142857142857,,9.737222222222222,,,1.0,-0.25,1.0,7.0,27.582267859152385,1.0
AS14.08,2014-03-29,0.0063175675675675655,3.4344,14.791952380952383,16.22225,,,,6.799444444444444,34.26930769230769,,,,,,-0.16666666666666666,1.0,7.0,34.07945457371795,1.0
AS14.08,2014-03-30,0.008451996800275136,4.963,6.903782608695653,,,,,7.1803333333333335,39.70766666666667,,,,,,0.0,1.0,7.0,32.83799994619269,
AS14.08,2014-03-31,0.0022700119474313054,3.048,10.49542,6.728000000000001,,,,8.444333333333333,20.79190909090909,,,14.035,,,0.0,1.0,7.0,37.98648716853214,
AS14.08,2014-04-01,0.01519607843137254,3.5256250000000002,10.005933333333333,11.513125,,,,6.643222222222223,25.820999999999994,,,3.005,,,-1.0,1.0,7.0,29.140321450574074,
AS14.08,2014-04-02,0.008289547359385422,4.028,9.609,19.154,,,,5.748222222222222,18.926000000000002,,,20.146,,,-0.4,1.0,7.0,31.419312536716443,
AS14.08,2014-04-03,0.0032102570664418613,3.6467,9.521855072463769,,,,,3.7411666666666665,13.740240000000002,,,11.108,,,0.0,1.0,7.0,17.290399980545043,
AS14.08,2014-04-04,0.006787133631395922,3.3266666666666667,9.54115,,,,,5.745833333333334,19.09368,,,9.065,,1.0,0.25,1.0,8.0,22.17670971347439,
AS14.08,2014-04-05,0.008780991735537194,2.16,9.701814814814815,76.908,,,,6.6659999999999995,30.167666666666666,,,8.5285,,,0.2,1.0,7.0,32.33226922842173,
AS14.08,2014-04-06,0.007280235288804587,3.0546666666666664,11.283888888888889,5.516,,,,6.8792,29.600944444444444,,,11.055,,,0.0,1.0,8.0,37.760647086536174,
AS14.08,2014-04-07,0.007037847739692,3.8135384615384615,12.085107142857142,36.053,,,,5.344615384615385,18.121317073170733,,7.028,,,1.0,0.0,1.0,7.0,22.118305540747112,1.0
AS14.08,2014-04-08,0.013786210339861606,3.0847272727272728,9.26617857142857,46.5835,,,,7.0817499999999995,22.645463414634147,,,15.598500000000001,,,-0.25,1.0,6.0,28.952234391123053,
AS14.08,2014-04-09,0.006069559228650136,4.734285714285714,10.08104,,,,,9.736333333333333,26.3908,,,6.016,,,0.25,1.0,7.0,44.478096777392956,
AS14.08,2014-04-10,0.0033057851239669403,2.6552352941176474,14.273695652173913,,,,,7.07275,15.950418181818183,,,15.860999999999999,,,1.2,1.0,7.0,25.422899995531353,
AS14.08,2014-04-11,0.0069765909481825355,3.2465,8.680285714285715,16.0735,,,,4.8116,25.32913793103448,,,3.01,,1.0,0.6,1.0,8.0,31.85697369826468,
AS14.08,2014-04-12,0.004724250683846647,,5.910923076923077,,,,,5.3951111111111105,16.005,,,,,,0.0,1.0,7.0,25.249863635409962,
AS14.08,2014-04-13,0.0048270957916190715,2.715666666666667,9.768387096774193,2.2895,,,,7.484166666666667,15.00518181818182,,,5.043,,,0.0,1.0,8.0,21.624562501907338,
AS14.08,2014-04-14,0.008832425892317,3.423692307692308,10.627026315789474,81.273,,,45.241,5.653090909090909,16.44685185185185,,,7.84825,,,0.2,1.0,7.0,27.40361539675643,
AS14.08,2014-04-15,0.002380952380952381,3.8757272727272722,7.2775185185185185,36.189,,,,7.740142857142857,36.0485625,,,,,,-0.8,1.0,6.0,31.85177416955271,
AS14.08,2014-04-16,0.002777777777777778,2.78735,11.77925,11.229000000000001,,,48.299,6.4755714285714285,19.395133333333334,,,6.678,,,-0.6,1.0,7.0,26.313931029418434,
AS14.08,2014-04-17,0.0038888888888888866,3.6845714285714286,10.232020833333333,36.17925,,,,7.640571428571428,20.271851851851853,27.373200000000004,,3.038,,,-1.0,1.0,6.0,31.02314999103545,
AS14.08,2014-04-18,0.007600383373688455,2.2342500000000003,7.389374999999999,,,,,5.880166666666667,19.535454545454545,,,,,,-0.4,1.0,6.0,31.235619022732664,
AS14.08,2014-04-19,0.009215278724274231,4.143578947368421,9.003875,29.521666666666665,,,,5.866625,28.66290909090909,,22.302,7.023,,,1.4,1.0,8.0,32.492479963302614,
AS14.08,2014-04-20,0.004899344795389425,2.1206,8.5042,43.38550000000001,,,,7.274600000000001,29.458421052631582,,17.156,15.074,,,-1.2,1.0,6.0,43.19579998254777,
AS14.08,2014-04-21,0.006200562060699041,4.091333333333334,21.231299999999997,,,,5.032,6.2616,21.16862068965517,,,6.026,,,-1.0,1.0,6.0,34.78964997529984,
AS14.08,2014-04-22,0.0050587172538392,3.188333333333333,9.53872,21.094,,,,6.714,23.972789473684212,,,,,,-0.6,1.0,6.0,38.2661724008363,
AS14.08,2014-04-23,0.0037464985994397717,4.051399999999999,9.165106382978724,,,,,7.300571428571429,25.642588235294117,,,,,,0.0,1.0,6.0,20.849045466292992,
AS14.08,2014-04-24,0.02218752859583034,3.783714285714286,11.007,27.632,,,,5.0423,34.05954545454546,,,,,,0.3333333333333333,1.0,7.0,29.401882339926317,
AS14.08,2014-04-25,0.0043749999999999995,2.937909090909091,12.401100000000001,,,,163.344,8.6175,24.209833333333332,,,,,,0.0,1.0,6.0,26.778187528252605,
AS14.08,2014-04-26,0.0027281746031746,3.071,13.809142857142858,,,,,5.831799999999999,33.946285714285715,,,,,,-0.5,1.0,6.0,36.981263185802256,
AS14.08,2014-04-27,0.005429837164750958,4.119666666666666,4.879181818181818,,,,,8.5445,35.3605,,,,,,-0.8333333333333334,1.0,6.0,39.4927999973297,1.0
AS14.08,2014-04-28,0.005335968379446636,1.9965,5.395615384615384,109.162,,,,5.6676,39.25733333333333,,,,,,-0.8,1.0,7.0,41.390117659288286,
AS14.08,2014-04-29,0.011151127117513673,3.073571428571429,9.035833333333334,37.136,,,,9.84375,31.707999999999995,,,,,,-0.25,1.0,6.0,35.39607407428601,
AS14.08,2014-04-30,0.004281337535014005,3.3375,10.92132142857143,50.6385,,,,7.6628,29.06105555555556,,,,,,-0.5,1.0,7.0,47.75739125583482,
AS14.08,2014-05-01,0.003969482529854048,5.05725,8.167894736842106,2.30125,,,,9.507666666666667,37.21644444444444,,,3.004,,,0.4,1.0,7.0,42.496428591864465,
AS14.08,2014-05-02,0.0,4.9703333333333335,7.8980500000000005,29.418,,,,7.58375,23.63122222222222,,,3.172,,,-0.4,1.0,7.0,39.22935717446461,
AS14.08,2014-05-03,0.000790513833992091,3.716727272727273,9.462869565217392,,,,,6.104499999999999,29.770909090909093,,6.071,11.0535,,,0.4,1.0,7.0,44.16289999485014,
AS14.08,2014-05-04,0.013121032111904324,3.79,9.333804347826087,,,,,8.5835,37.5289,,23.193,,,1.0,-0.2,1.0,7.0,34.520533347129835,
AS14.08,2014-05-05,0.0026041666666666687,,7.316800000000001,,,,,5.55375,51.1205,,,,,,-1.0,1.0,7.0,43.969166636466944,
AS14.09,2014-02-17,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-18,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-19,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-22,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-23,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-24,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-25,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-02-26,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-27,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-02-28,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-03-01,,,,,,,,,,,,,,,,,,,1.0
AS14.09,2014-03-02,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-04,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-05,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-03-06,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-07,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-03-08,,,,,,,,,,,,,,,,,,,1.0
AS14.09,2014-03-09,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-03-10,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-12,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-03-16,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-17,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-18,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-19,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.09,2014-03-20,,,,,,,,,,,,,,1.0,,,,,
AS14.09,2014-03-21,,7.32675,23.11758620689655,5.578826086956522,,,2.113,5.58425,,,,1.0099999999999998,,1.0,0.0,1.0,7.0,43.48665785789488,1.0
AS14.09,2014-03-22,0.02142857142857143,8.1946,28.423833333333334,4.614545454545454,,,4.436333333333333,4.421333333333333,61.284000000000006,12.285,,1.003,3.02,,0.0,0.6666666666666666,7.0,39.581494126600376,
AS14.09,2014-03-23,0.02137681159420288,5.913166666666666,27.170219178082192,3.603041095890411,,,,11.399833333333333,18.333,15.755,,1.018,,,0.75,0.25,7.0,56.303720582934005,1.0
AS14.09,2014-03-24,0.021296296296296296,8.608285714285715,28.056,3.7232366863905324,10.898399999999999,,2.0454999999999997,10.0846,31.6504375,20.879083333333334,29.518363636363635,1.835,,,0.5,0.5,7.0,41.769019809099696,
AS14.09,2014-03-25,0.014855072463768111,8.686083333333334,22.184204081632654,3.867919254658385,21.224,,2.117,12.063333333333333,20.49983333333333,32.474,,1.0053333333333334,17.433,1.0,0.4,-0.2,6.0,55.9132947495109,
AS14.09,2014-03-26,0.022222222222222206,8.528866666666666,21.688875,4.183441441441442,61.349,,1.004,11.72825,28.98609090909091,,,3.0315,,1.0,0.5,0.75,8.0,48.02054795173749,1.0
AS14.09,2014-03-27,0.015579710144927534,9.7292,26.514960000000002,4.04277380952381,,,,8.5664,48.47875,1.01,22.4956,,14.396,1.0,-0.4,0.8,8.0,48.29653331836065,
AS14.09,2014-03-28,0.022921390778533612,8.49,23.809646153846153,4.226435483870968,28.0355,,2.032,8.661,36.714875,20.836866666666666,5.730666666666667,2.026,,1.0,-0.25,1.0,8.0,61.58677614624816,
AS14.09,2014-03-29,0.013157894736842105,13.51529411764706,28.20378494623656,4.026642857142857,,,,12.777800000000001,19.610500000000002,39.4255,,1.621,,1.0,-0.4,1.0,8.0,55.86533734310104,
AS14.09,2014-03-30,0.03518518518518517,6.360666666666667,32.10918309859155,4.4215277777777775,21.601,,,10.45375,44.71754545454546,,,1.3536666666666666,16.89,1.0,-1.0,1.0,8.0,40.84721998929978,1.0
AS14.09,2014-03-31,0.03901515151515151,8.883999999999999,27.015228915662654,3.7887285714285714,32.42733333333333,,4.1,8.2515,10.145,15.879730769230768,,1.3476666666666663,,1.0,-0.2,0.2,7.0,49.03132999420165,
AS14.09,2014-04-01,0.030701754385964914,9.912958333333334,30.382214285714287,4.600891752577319,,,,12.819399999999998,35.699333333333335,68.59,108.856,1.0142,,1.0,0.0,0.6,8.0,48.21827174787935,
AS14.09,2014-04-02,0.008333333333333321,13.819428571428572,18.688290322580645,4.461720930232558,,,,9.1834,33.83,,,1.7712499999999998,32.864,1.0,0.2,0.0,6.0,46.163553569998065,
AS14.09,2014-04-03,0.03333333333333331,8.59209090909091,25.467675675675675,4.728484693877551,24.322499999999998,,2.02,9.9504,23.557,23.58375,40.1235,,,1.0,0.0,0.6,8.0,36.394580149468574,
AS14.09,2014-04-04,0.01754385964912279,9.36588888888889,28.16627536231884,4.007324840764331,15.924,175.019,,10.166833333333335,,16.8379,,1.029,,1.0,-0.75,0.75,7.0,50.387229732564975,1.0
AS14.09,2014-04-05,0.03201754385964912,7.578714285714285,23.88067901234568,3.6917666666666666,,80.992,1.012,9.95975,54.6,,,1.007,,,0.0,0.75,8.0,38.245355147067635,
AS14.09,2014-04-06,0.04035087719298245,9.128333333333334,28.77241772151899,4.005684848484848,51.71,,4.025,7.535571428571429,35.41766666666667,,4.098,2.0294999999999996,24.224,,-0.4,0.8,7.0,52.26960826657484,
AS14.09,2014-04-07,0.026190476190476177,8.632777777777777,33.90039215686274,4.088064748201439,38.169,,3.043,9.103142857142858,40.6465,23.2108,,,15.058666666666667,,-0.4066666666666666,0.05333333333333332,6.0,41.56947501897812,
AS14.09,2014-04-08,0.0345238095238095,7.172909090909091,24.724166666666665,4.414891719745223,11.196666666666667,,1.032,13.1988,17.185499999999998,23.885818181818184,,,,,0.08,0.6,7.0,37.1504356459816,1.0
AS14.09,2014-04-09,0.02458333333333335,8.257624999999999,25.85021739130435,3.162989898989899,23.372,,,9.778,14.191,26.014,,,,1.0,0.25,0.25,6.0,48.43253031282713,
AS14.09,2014-04-10,0.030357142857142857,5.79875,20.65913043478261,4.105261538461538,,,,9.6935,13.531749999999999,,77.658,1.0095,,1.0,0.75,0.0,6.0,55.22146671613057,
AS14.09,2014-04-11,0.03,2.008,21.86574285714286,3.3538059701492533,23.749,,,9.648,,23.84583333333333,25.55116666666667,,,,0.0,0.6,7.0,32.31960524383344,
AS14.09,2014-04-12,0.012499999999999987,,34.00434146341463,4.493535714285715,,,,10.5504,,,,1.514,,1.0,0.0,0.8,7.0,67.30156757380512,
AS14.09,2014-04-13,0.027083333333333327,6.0935,31.4660625,3.1440185185185183,,,,5.069333333333333,,16.9908,,1.008,,,-0.8,0.0,6.0,35.8861153767659,1.0
AS14.09,2014-04-14,0.08333333333333319,7.152,15.557166666666667,4.963454545454546,,,2.5145,12.7395,,38.86,,,,1.0,-0.2,-0.2,6.0,26.554483875151604,1.0
AS14.09,2014-04-15,0.026388888888888896,9.0885,17.561821428571427,4.719666666666667,,,,5.6385000000000005,,,,,,1.0,0.0,0.0,6.0,34.219756745003345,1.0
AS14.09,2014-04-16,0.015584415584415586,5.060499999999999,22.032,3.904722222222222,,,,,,,,,,,-0.5,-0.25,6.0,53.52563639120621,
AS14.09,2014-04-17,0.03507339015151517,7.898999999999999,24.51114705882353,3.8036593406593404,36.512,,,8.06475,,6.146285714285715,30.3282,1.7023333333333335,,1.0,0.0,0.75,7.0,40.95274074872333,1.0
AS14.09,2014-04-18,0.02171717171717171,1.305,18.44625,4.451239436619718,20.05475,,2.06,12.053,19.0585,22.127,,1.5054999999999998,,1.0,-1.2,0.6,7.0,43.26345454562795,1.0
AS14.09,2014-04-19,0.00653409090909091,2.6314,30.140066666666666,5.326896551724138,,,4.028,10.4015,18.238,26.784999999999997,,,,,0.25,1.0,8.0,36.02909997304285,
AS14.09,2014-04-20,0.02537878787878786,2.012,41.36833333333333,3.6255217391304346,,,,,,20.442666666666668,,,,,0.0,0.25,6.0,22.162157912003366,
AS14.09,2014-04-21,0.015309343434343438,15.712,13.355799999999999,3.0897222222222225,32.886,,,8.1695,,,108.031,1.1025,,1.0,-0.9,0.5,6.0,56.542266654968245,
AS14.09,2014-04-22,0.00795454545454546,7.972785714285714,34.03588235294118,4.920481481481482,,,,,26.468,,,,,1.0,-0.2,0.4,7.0,63.13453330993646,
AS14.09,2014-04-23,0.02289944903581267,9.892249999999999,29.958266666666667,3.831,71.327,,,,28.135,,30.26,,,1.0,-0.3333333333333333,0.3333333333333333,6.0,57.28866664568581,1.0
AS14.09,2014-04-24,0.014408508158508155,7.7973333333333334,25.24825,3.5186111111111114,,,,7.085,,4.024,,,5.032,1.0,0.2,1.0,7.0,33.21030433281608,
AS14.09,2014-04-25,0.012396694214875999,4.023,23.00957142857143,3.822774193548387,47.889,,,8.504333333333333,,,17.815,,14.066,,0.25,1.0,7.0,34.15554056296476,
AS14.09,2014-04-26,0.019545454545454567,14.9464,21.375894736842106,3.758111111111111,6.072,,,12.924999999999999,8.226,,,,25.462,,0.0,1.0,8.0,45.063142853123836,
AS14.09,2014-04-27,,,,,,,,,,,,,,,-1.0,0.25,6.0,,
AS14.09,2014-04-28,,,,,,,,,,,,,,,-0.08,0.6,7.0,,
AS14.09,2014-04-29,,,,,,,,,,,,,,,-0.5,0.5,7.0,,
AS14.09,2014-04-30,,,,,,,,,,,,,,,-0.5,0.75,7.0,,
AS14.09,2014-05-01,,,,,,,,,,,,,,,-0.25,0.75,8.0,,
AS14.09,2014-05-02,,,,,,,,,,,,,,,0.0,0.8,8.0,,
AS14.09,2014-05-03,,,,,,,,,,,,,,,0.25,0.75,8.0,,
AS14.09,2014-05-04,,,,,,,,,,,,,,,0.2,0.4,7.0,,
AS14.09,2014-05-05,,,,,,,,,,,,,,,-1.0,0.5,6.0,,
AS14.12,2014-02-19,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-02-20,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-21,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-22,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-23,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-26,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-02-27,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-28,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-01,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-02,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-03,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-04,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-05,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-03-07,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-08,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-09,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-03-10,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-12,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-14,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-15,,,,,,,,,,,,,,1.0,0.0,-0.5,6.0,,1.0
AS14.12,2014-03-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-18,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-19,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-20,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-21,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-25,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-27,0.11532644384713181,4.459661764705882,20.958166666666667,34.5645,,,,8.56,46.89148717948718,,,5.052,,1.0,-0.5,1.0,7.0,38.18292857067926,
AS14.12,2014-03-28,0.07276645768025079,4.468495689655173,34.22057142857143,22.809631578947368,,,,14.651250000000001,44.27303773584906,,,4.723,,1.0,0.0,0.75,7.0,37.03288889120496,
AS14.12,2014-03-29,0.09075457110645023,4.947118881118881,31.792736842105263,24.631064516129033,,,,10.3414,50.73930434782609,20.2236,3.393875,4.06,,1.0,1.0,1.0,7.0,23.819662645638704,
AS14.12,2014-03-30,0.050002669288337596,4.787705882352941,21.19909677419355,24.6907,,,,10.733799999999999,65.32278571428571,,,3.0234,,1.0,-0.2,0.31,6.0,24.343546889722344,
