id,time,time_period,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.09,2014-04-19,0-8,0.0,,,36.527499999999996,,,,,,,,,,,,,,73.0539999008179,
AS14.09,2014-04-19,8-16,0.08428030303030304,2.5244999999999997,95.434,14.744777777777777,,,,7.271,,,,,,,0.0,1.0,7.5,94.96442859513424,
AS14.09,2014-04-19,16-24,0.22187500000000002,3.059,29.212153846153846,5.852047619047619,,,4.028,13.532,18.238,158.462,,,,,0.5,1.0,8.5,48.277999957402564,
AS14.09,2014-04-20,0-8,0.0,,,,,,,,,,,,,,,,,,
AS14.09,2014-04-20,8-16,0.036931818181818184,,11.213,14.288857142857143,,,,,,20.442666666666668,,,,,0.0,0.0,6.0,21.585624992847443,
AS14.09,2014-04-20,16-24,0.08863636363636357,2.012,47.3994,6.052666666666666,,,,,267.892,,,,,,0.0,1.0,7.0,22.5814545804804,
AS14.09,2014-04-21,0-8,0.008928571428571428,,,1.691,,,,,,,,,,,,,,1.71799993515015,
AS14.09,2014-04-21,8-16,0.0090909090909091,33.363,,26.019799999999996,,,,10.158,,,,,,1.0,-1.0,0.5,6.5,69.00766658782972,
AS14.09,2014-04-21,16-24,0.027935606060606067,,13.355799999999999,22.268,32.886,,,6.181,,,108.031,1.1025,,1.0,-1.0,0.5,6.5,58.1266363750804,
AS14.09,2014-04-22,0-8,0.0016233766233766287,8.589400000000001,47.2335,46.68545454545454,,,,,,,,,,1.0,,,,412.102999925613,
AS14.09,2014-04-22,8-16,0.0,,,,,,,,,,,,,1.0,-0.6666666666666666,0.6666666666666666,6.666666666666667,,
AS14.09,2014-04-22,16-24,0.19034090909090906,59.33861538461539,42.501615384615384,27.678636363636365,,,,,26.468,,,,,1.0,0.5,0.0,6.5,122.23861108885866,
AS14.09,2014-04-23,0-8,0.0,,,,,,,,,,,,,,,,,,
AS14.09,2014-04-23,8-16,0.08680555555555557,131.58216666666667,39.706466666666664,23.168074074074074,71.327,,,23.765,,,,,,1.0,-1.0,0.5,6.5,161.62169230901281,1.0
AS14.09,2014-04-23,16-24,0.04204545454545454,7.079666666666667,84.7615,28.7437,,,,,28.135,,30.26,,,1.0,1.0,0.0,6.0,68.68433330456412,1.0
AS14.09,2014-04-24,0-8,0.0011904761904761858,14.235,,6.794333333333333,,,,,,,,,,,,,,16.898499965667735,
AS14.09,2014-04-24,8-16,0.05397727272727275,,25.353714285714286,10.284666666666666,,,,7.085,,,,,5.032,1.0,-0.3333333333333333,1.0,7.0,36.810090888630256,
AS14.09,2014-04-24,16-24,0.10156249999999992,4.5785,25.1006,10.343555555555556,,,,,,4.024,,,,1.0,1.0,1.0,7.5,32.51289999485016,
AS14.09,2014-04-25,0-8,0.0,,,,,,,,,,,,,,,,,,
AS14.09,2014-04-25,8-16,0.25,,32.339333333333336,10.961529411764706,,,,7.710000000000001,,,26.4695,,14.066,,0.0,1.0,7.0,27.201857226235518,
AS14.09,2014-04-25,16-24,0.14217171717171717,4.023,21.89,14.911358490566037,47.889,,,10.093,,,9.160499999999999,,,,1.0,1.0,8.0,35.778066674868256,
AS14.09,2014-04-26,0-8,0.0,,,,,,,,,,,,,,,,,,
AS14.09,2014-04-26,8-16,0.2052083333333334,12.76375,15.748,4.314866666666666,67.75166666666667,,,14.3365,8.226,,,,25.462,,-2.0,0.0,6.0,38.644571406500674,
AS14.09,2014-04-26,16-24,0.05719696969696971,23.677,56.30788235294117,7.640944444444445,,,,10.102,,,,,,,1.0,1.5,9.0,78.52006252110006,
AS14.09,2014-04-27,8-16,,,,,,,,,,,,,,,-1.0,0.0,6.0,,
AS14.09,2014-04-27,16-24,,,,,,,,,,,,,,,-1.0,1.0,7.0,,
AS14.09,2014-04-28,8-16,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,6.333333333333333,,
AS14.09,2014-04-28,16-24,,,,,,,,,,,,,,,-1.0,1.0,7.0,,
AS14.09,2014-04-29,8-16,,,,,,,,,,,,,,,-0.3333333333333333,0.3333333333333333,6.333333333333333,,
AS14.09,2014-04-29,16-24,,,,,,,,,,,,,,,-1.0,1.0,8.0,,
AS14.09,2014-04-30,8-16,,,,,,,,,,,,,,,-0.3333333333333333,0.6666666666666666,7.0,,
AS14.09,2014-04-30,16-24,,,,,,,,,,,,,,,-1.0,1.0,7.0,,
AS14.09,2014-05-01,8-16,,,,,,,,,,,,,,,-0.5,0.5,7.0,,
AS14.09,2014-05-01,16-24,,,,,,,,,,,,,,,0.0,1.0,8.0,,
AS14.09,2014-05-02,8-16,,,,,,,,,,,,,,,-1.0,0.5,7.0,,
AS14.09,2014-05-02,16-24,,,,,,,,,,,,,,,0.6666666666666666,1.0,8.0,,
AS14.09,2014-05-03,8-16,,,,,,,,,,,,,,,-0.5,0.5,7.5,,
AS14.09,2014-05-03,16-24,,,,,,,,,,,,,,,1.0,1.0,8.0,,
AS14.09,2014-05-04,8-16,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,6.333333333333333,,
AS14.09,2014-05-04,16-24,,,,,,,,,,,,,,,0.0,0.5,7.0,,
AS14.09,2014-05-05,8-16,,,,,,,,,,,,,,,-1.0,0.5,6.0,,
AS14.12,2014-02-19,16-24,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-02-20,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-21,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-22,0-8,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-22,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-23,0-8,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-23,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-24,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-26,8-16,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-02-26,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-27,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-27,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-28,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-02-28,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-01,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-01,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-02,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-03,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-04,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-05,8-16,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-03-07,0-8,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-03-07,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-07,16-24,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-08,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-08,16-24,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-09,0-8,,,,,,,,,,,,,,,,,,,1.0
AS14.12,2014-03-10,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-12,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-14,0-8,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-14,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-15,8-16,,,,,,,,,,,,,,1.0,0.0,-0.5,5.5,,1.0
AS14.12,2014-03-16,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-18,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-19,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-20,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-21,16-24,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-25,8-16,,,,,,,,,,,,,,1.0,,,,,
AS14.12,2014-03-25,16-24,,,,,,,,,,,,,,1.0,,,,,1.0
AS14.12,2014-03-27,8-16,0.15745659621610722,5.551818181818182,141.12866666666667,5.233,,,,12.065666666666667,55.59716666666667,,,,,1.0,-0.5,1.0,7.0,69.90438463137697,
AS14.12,2014-03-27,16-24,0.1425617492759816,11.576905660377358,72.46614285714286,40.4308,,,,17.854,104.10284615384616,,,5.052,,,-0.5,1.0,7.0,103.13908000469218,
AS14.12,2014-03-28,0-8,0.016666666666666677,5.010547619047619,,33.07775,,,,,57.13699999999999,,,,,,,,,75.43053847092844,
AS14.12,2014-03-28,8-16,0.06469109195402299,41.241277108433735,93.0984347826087,40.7545,,,,16.241333333333333,71.274,,,,,1.0,0.0,0.3333333333333333,6.333333333333333,52.05920832852524,
AS14.12,2014-03-28,16-24,0.2552083333333334,9.61903937007874,26.62046666666667,251.1007857142857,,,,14.592,65.28909523809523,,,4.723,,1.0,0.0,2.0,8.0,94.03095312789091,
AS14.12,2014-03-29,0-8,0.10156680440771346,6.492378378378378,,,,,,,40.867444444444445,24.016750000000002,,,,,,,,30.970423047359183,
AS14.12,2014-03-29,8-16,0.20500869187309861,66.37295505617976,57.17469565217392,32.91993103448276,,,,9.854,65.85336363636364,5.051,,4.06,,1.0,1.0,1.0,7.5,47.011000007953264,
AS14.12,2014-03-29,16-24,0.07164971200297282,12.882354838709677,3.05,15.460333333333333,,,,11.0725,24.936666666666667,,6.699888888888889,,,,1.0,1.0,6.0,475.6985714094977,
AS14.12,2014-03-30,0-8,0.008433882027387228,9.7688,12.156,37.13,,,,,25.64275,,,,,,,,,43.42200002074242,
AS14.12,2014-03-30,8-16,0.10277714346608212,5.427254901960785,15.875818181818182,49.165571428571425,,,,11.408333333333333,127.14525,,,3.0425,,,-0.3333333333333333,0.5,6.333333333333333,35.39655265055203,
AS14.12,2014-03-30,16-24,0.03360088396392464,5.952089285714286,30.1959,30.801333333333332,,,,9.722,50.56116666666667,,,3.010666666666667,,1.0,0.0,0.0,5.0,55.70843998908998,
AS14.12,2014-03-31,0-8,0.009616777745580988,25.64588888888889,41.373599999999996,86.315,5.52,,17.189,,,,,,,,,,,97.92262503504762,
AS14.12,2014-03-31,8-16,0.03677749946132303,5.515578947368421,49.614599999999996,38.404333333333334,,,,8.095,50.864000000000004,,,,,1.0,0.0,0.6666666666666666,6.666666666666667,41.39595834414166,
AS14.12,2014-03-31,16-24,0.17124519299245114,5.438788461538461,25.538,9.491,,11.03,,11.636,105.74783333333333,29.707653846153846,,,,,1.0,0.0,6.0,47.016886353492744,
AS14.12,2014-04-01,0-8,0.004310344827586213,13.028199999999998,,,,,,,,,,,,,,,,21.751333316167194,
AS14.12,2014-04-01,8-16,0.16447829131652658,7.670134615384615,63.76835714285714,65.4766,,,,8.384666666666666,209.11633333333333,17.01975,,,,,0.3333333333333333,0.5,6.0,122.71631034489337,
AS14.12,2014-04-01,16-24,0.2535878283819244,6.0093955223880595,34.50969491525424,35.32575,18.459333333333333,3.766,,9.745999999999999,62.3359090909091,,,,,1.0,0.5,1.0,7.0,74.33325713362015,
AS14.12,2014-04-02,0-8,0.06577380952380951,6.904857142857144,47.25,,,,,,28.084,,,,,,,,,15.645090905102814,
AS14.12,2014-04-02,8-16,0.17285653717172259,4.847948979591837,80.47255555555556,71.9048,,,,9.360666666666667,46.537652173913045,12.855,,,,1.0,-0.3333333333333333,0.0,6.0,82.65814000606525,
AS14.12,2014-04-02,16-24,0.21047749408357233,3.8013380281690137,12.48225,399.571,42.83266666666666,,44.16688888888889,16.565666666666665,62.03841666666667,,,,,1.0,-0.5,0.5,6.0,189.58393617386506,
AS14.12,2014-04-03,0-8,0.015624999999999964,14.389941176470588,42.9602,23.741899999999998,16.7025,,,,147.768,,,,,,,,,197.90727270733214,
AS14.12,2014-04-03,8-16,0.30469187675070025,7.3124769230769235,49.223473684210525,39.06635714285714,,,141.33783333333335,7.719333333333334,104.67750000000001,33.98054545454546,,,,1.0,0.0,0.6666666666666666,6.333333333333333,53.744136382233016,
AS14.12,2014-04-03,16-24,0.1517069327731093,11.002767441860465,35.437,51.307249999999996,,,,8.736,62.0368,,,,,,1.0,-1.0,4.0,59.56562264910284,
AS14.12,2014-04-04,0-8,0.005208333333333337,7.177571428571428,,74.375,,,,,373.068,,,,,,,,,165.93666664759328,
AS14.12,2014-04-04,8-16,0.10220692090395483,7.26646511627907,21.087777777777777,48.208,,,43.76141666666667,9.473333333333333,58.870000000000005,29.253833333333333,,,,,1.0,0.0,6.0,52.01039287022182,1.0
AS14.12,2014-04-04,16-24,0.3089244172245169,6.303107913669065,28.517945945945947,118.4415,,,,8.54,74.25916666666667,28.558377358490567,,,,1.0,0.5,1.0,7.0,52.42502883076668,1.0
AS14.12,2014-04-05,0-8,0.06886379551820733,32.88041666666667,9.0345,26.655833333333334,,,,,34.63922222222222,,,,,,,,,36.28410527580662,1.0
AS14.12,2014-04-05,8-16,0.2821348454636092,6.776880434782608,21.019125000000003,31.798545454545454,,4.009,,17.814,64.50404545454545,30.583428571428573,,,,1.0,0.0,0.0,5.666666666666667,41.91695162942334,
AS14.12,2014-04-05,16-24,0.09989629930879265,6.470225806451613,26.218,235.53925000000004,13.203666666666669,,,6.6745,178.208,,,,,1.0,0.0,1.0,7.0,83.07731576969746,
AS14.12,2014-04-06,0-8,0.0,7.489875,,,,,,,,,,,,,,,,30.051500082015977,
AS14.12,2014-04-06,8-16,0.04410177206475815,5.631619047619047,,420.586,,,,8.034,169.17849999999999,,,,,,0.0,0.5,6.0,81.93490908362641,
AS14.12,2014-04-06,16-24,0.21753158635543846,6.954232142857143,23.71157142857143,53.93475,,,,7.621499999999999,103.35457142857142,31.485818181818185,,,,,0.5,1.0,6.5,64.0221379378746,
AS14.12,2014-04-07,0-8,0.004166666666666662,105.09157142857143,,,,,,,,,,4.213,,,,,,116.68533341089896,
AS14.12,2014-04-07,8-16,0.2570311757193998,5.733724770642202,17.75957142857143,56.764874999999996,8.133,,5.036,8.174333333333333,93.90382352941177,41.43083333333333,,4.808285714285715,,,0.3333333333333333,1.0,6.666666666666667,52.68751563131811,
AS14.12,2014-04-07,16-24,0.11576751568395956,6.0981538461538465,28.986428571428572,107.95733333333334,11.037666666666667,36.11266666666667,,11.737666666666664,93.88841666666667,,,5.027,,,0.0,1.0,6.0,94.84999998410545,
AS14.12,2014-04-08,0-8,0.014583333333333375,6.147571428571428,22.69175,,,,,,120.592,,,,,,,,,58.172999954223656,
AS14.12,2014-04-08,8-16,0.20642254783269254,20.613822222222222,43.27353333333333,59.02175,,,82.552,8.749666666666668,66.21152173913043,11.734399999999999,,,,,0.0,0.5,6.5,60.95873136306875,
AS14.12,2014-04-08,16-24,0.1319590336134453,9.878172727272727,29.578181818181818,90.77766666666666,65.37366666666667,,8.165,9.167,44.87890909090909,,,,,1.0,0.0,0.0,6.0,54.58321310653062,
AS14.12,2014-04-09,0-8,0.16354166666666664,1011.8516296296295,15.04,,,,,,34.760000000000005,,,8.038,,,,,,31.21529412269593,
AS14.12,2014-04-09,8-16,0.15117051820728297,15.317964705882353,55.74765,87.70366666666666,,78.343,,8.162999999999998,75.08518181818182,10.978166666666667,,4.141,,,0.0,-0.6666666666666666,5.333333333333333,92.15064999461174,
AS14.12,2014-04-09,16-24,0.18183800225817778,13.459553191489363,49.142384615384614,120.76213333333335,12.706000000000001,23.127,44.98675,8.2605,65.05213953488372,,,5.217,,,0.0,0.0,5.0,84.30246911814184,
AS14.12,2014-04-10,0-8,0.027417895124151416,16.252588235294116,,,,,,,47.38183333333333,,,,,,,,,42.813941170187526,
AS14.12,2014-04-10,8-16,0.23946492380395226,7.743566037735849,18.259555555555558,21.47025,,5.149,,10.22275,101.21544444444444,,,,,,0.3333333333333333,0.3333333333333333,6.0,86.47889285002432,
AS14.12,2014-04-10,16-24,0.13457953136661582,11.061552238805971,72.95966666666666,88.81966666666666,,,,7.6205,49.164857142857144,,,,,,0.0,1.0,7.0,53.94778049282911,
AS14.12,2014-04-11,0-8,0.0042016806722689,8.373384615384616,,57.459,,,,,116.488,,,,,1.0,,,,47.15849999586748,
AS14.12,2014-04-11,8-16,0.048967086834733976,121.90727272727273,18.799166666666668,114.358,,,,9.109666666666667,142.48566666666667,33.21171428571429,,,,1.0,-1.5,1.0,6.666666666666667,92.59144439962179,
AS14.12,2014-04-11,16-24,0.16136328289351978,90.15682258064516,18.8,16.16723076923077,,,,9.112,70.01527586206896,,,,,,0.5,1.0,6.5,57.619176448560246,
AS14.12,2014-04-12,0-8,0.01382793583535105,5.8343181818181815,,101.5615,,,,,108.91328571428572,,,4.527,,,,,,110.13869996070859,
AS14.12,2014-04-12,8-16,0.05785643630671385,19.869666666666667,63.027166666666666,14.4488,,,,8.769333333333334,90.72142857142856,,,,,,-0.3333333333333333,0.6666666666666666,6.666666666666667,75.12889656527284,
AS14.12,2014-04-12,16-24,0.18041167074057718,9.5176408839779,28.255399999999998,33.18108333333333,,,11.059,23.299,45.04552631578947,45.925615384615384,,3.014,,,0.5,1.0,7.0,44.121692311632756,
AS14.12,2014-04-13,0-8,0.07616529573051312,6.889822222222222,14.256777777777776,27.983714285714285,,,,,31.577428571428573,12.581,,,,,,,,49.707714273816094,
AS14.12,2014-04-13,8-16,0.05454014558887445,5.635584905660377,109.34414285714286,29.37976923076923,,,45.218,14.537333333333335,82.69388235294117,,,,,,0.3333333333333333,0.3333333333333333,6.333333333333333,90.80614707750436,
AS14.12,2014-04-13,16-24,0.155444533573294,5.783944954128441,37.20765,52.00114285714286,,,,13.225,98.56595999999999,32.7335,,5.019,,1.0,1.0,-0.5,4.5,71.75753971130126,
AS14.12,2014-04-14,0-8,0.04594712885154058,8.916,27.112,,,,,,25.506333333333334,,,,,,,,,31.074615441835878,
AS14.12,2014-04-14,8-16,0.07838775340644738,9.2685,34.53722222222222,133.7801111111111,,,,7.75,67.90734782608695,,,6.025,,1.0,-0.3333333333333333,0.6666666666666666,6.333333333333333,100.12846808230626,
AS14.12,2014-04-14,16-24,0.13793767507002808,6.437847222222222,14.133555555555555,46.7012,7.360333333333333,,,25.6355,83.63636842105264,,,4.084,,,-0.5,1.0,7.0,63.356186018433704,
AS14.12,2014-04-15,0-8,0.008333333333333337,7.3807,,66.331,,,,,72.32300000000001,,,,,,,,,131.04766670862847,
AS14.12,2014-04-15,8-16,0.17467807790147216,6.0859733333333335,60.785999999999994,,5.0135000000000005,,54.81,7.921666666666667,66.36692307692307,,,5.128,,,0.6666666666666666,1.0,6.666666666666667,46.86280951045809,
AS14.12,2014-04-15,16-24,0.17714008016999905,11.833467532467532,34.73788888888889,52.741749999999996,7.57375,,9.136,9.859666666666667,48.27179999999999,,,,,1.0,-0.5,1.0,7.0,59.52646913351836,
AS14.12,2014-04-16,0-8,0.22882424156103115,7.668382978723404,23.101,,,,,,54.190666666666665,,,,,1.0,,,,22.762416690587997,1.0
AS14.12,2014-04-16,8-16,0.17135206964752422,22.118315789473684,83.26971428571429,7.082333333333334,,,,12.830333333333334,53.70954545454546,,,,,,0.0,1.0,7.0,53.96704654360924,
AS14.12,2014-04-16,16-24,0.19412138660331568,6.6294603174603175,30.047757575757576,138.40057142857142,,,,12.246500000000001,56.598000000000006,32.283,,,,1.0,0.0,1.0,7.0,49.010611775342156,
AS14.12,2014-04-17,0-8,0.008378623188405787,9.793111111111111,2.123,70.378,,,,,80.2644,,,,,,,,,92.95114282199317,
AS14.12,2014-04-17,8-16,0.0769323059514984,6.164321428571428,40.675999999999995,248.315,,,40.359,9.141333333333334,67.68881818181818,17.616500000000002,,,,,-0.6666666666666666,0.6666666666666666,6.666666666666667,80.73637931922386,
AS14.12,2014-04-17,16-24,0.3078739788623723,4.853371900826446,48.58704545454545,115.327,16.589333333333332,,4.014,11.193,76.89691666666667,21.288555555555558,,5.022,,1.0,-0.5,1.0,7.0,55.29890697224196,
AS14.12,2014-04-18,0-8,0.007309173669467787,3.25325,,,,,,,2.5860000000000003,,,,,,,,,16.3029999732971,
AS14.12,2014-04-18,8-16,0.013693002567288812,10.76775,38.124,,,,,9.058,98.196,,,,,,-1.0,0.6666666666666666,6.333333333333333,84.19286662737524,
AS14.12,2014-04-18,16-24,0.218935193209574,5.363103773584906,25.23909090909091,29.562384615384612,4.632,,,13.562000000000001,56.90213157894737,29.759875,,4.026,,,0.0,1.0,7.0,60.858907894084325,
AS14.12,2014-04-19,0-8,0.0074247647777059495,1512.4507894736842,105.63,101.632,,,,,58.15,,,,,,,,,179.58471424239016,
AS14.12,2014-04-19,8-16,0.24148284313725488,33.362730769230765,29.935333333333332,41.07214285714286,,,,11.096666666666666,70.39344444444446,31.008666666666667,,,,1.0,0.6666666666666666,0.6666666666666666,6.0,46.91812122951855,
AS14.12,2014-04-19,16-24,0.25258806912595544,14.813467065868265,34.165416666666665,53.03514285714285,,,,13.346499999999999,52.08611764705882,,,,,1.0,0.0,0.0,5.5,43.85907844001171,1.0
AS14.12,2014-04-20,0-8,0.040254237288135625,9.287323529411765,24.075400000000002,,,,,,89.3524,,,,,,,,,36.750333329041815,
AS14.12,2014-04-20,8-16,0.28981061637270217,18.931340000000002,79.99914285714286,98.50466666666667,,131.33633333333333,40.223,10.37,68.08993103448276,11.8978,,,,,0.3333333333333333,1.0,6.333333333333333,174.50996609057418,
AS14.12,2014-04-20,16-24,0.35645308971046036,12.019221428571429,16.05175,56.33838461538461,,78.2025,2.024,10.1055,54.44992499999999,18.5548,,2.380666666666667,,,0.5,1.0,6.5,43.75255056713405,
AS14.12,2014-04-21,0-8,0.0052910052910052855,27.544666666666668,,,,,,,,,,,,,,,,27.590333382288634,
AS14.12,2014-04-21,8-16,0.09331460527985262,5.386,51.44539999999999,,,,,13.186499999999999,47.4535,,,3.038,,1.0,-0.5,0.5,6.0,36.00907693459437,
AS14.12,2014-04-21,16-24,0.10396962758116744,12.7303,34.01017391304348,55.4905,,61.195,,9.5685,88.27429411764706,20.812749999999998,,,,,0.0,1.0,6.0,100.10349997133015,
AS14.12,2014-04-22,0-8,0.006355932203389825,13.532900000000001,,,,,,,,,,,,,,,,18.295133320490518,
AS14.12,2014-04-22,8-16,0.22725840336134462,9.855270967741935,66.73112499999999,49.223727272727274,11.717666666666668,,,9.637666666666666,77.04717777777778,13.8494,,4.156,,1.0,0.5,1.0,6.0,111.48951428958347,
AS14.12,2014-04-22,16-24,0.26026685905486996,5.492312977099237,20.30116,217.81033333333335,,,,14.613,64.50740740740741,36.14205882352941,,,,1.0,0.0,1.0,7.0,126.7637654351601,
AS14.12,2014-04-23,0-8,0.0,21.903222222222222,21.403,86.276,,,,,152.636,,,,,,,,,152.51500010490417,
AS14.12,2014-04-23,8-16,0.15067401960784316,8.514642857142857,35.174,17.5196,,,,8.271333333333333,102.02322222222223,80.16499999999999,,,,1.0,0.0,0.6666666666666666,5.666666666666667,49.86575674366305,
AS14.12,2014-04-23,16-24,0.19280764239637616,4.428327102803738,21.62725,25.1675,,,44.187,7.556,62.4450606060606,16.028666666666666,,,,1.0,0.0,1.0,6.0,49.53264178091019,
AS14.12,2014-04-24,0-8,0.003151260504201675,4.29575,28.079,20.1,,,,,,,,,,,,,,32.7114999294281,
AS14.12,2014-04-24,8-16,0.114600988700565,31.999350877192978,13.729333333333335,66.30825,18.2215,,20.51725,8.058666666666666,79.59045,,,,,,-0.6666666666666666,0.3333333333333333,6.333333333333333,74.70736359827448,
AS14.12,2014-04-24,16-24,0.13791615120849407,9.999255813953488,16.924230769230768,38.379666666666665,,,,8.584,53.431625,65.9855,,,,1.0,-0.5,1.0,7.0,62.911999995367864,
AS14.12,2014-04-25,0-8,0.05107668067226891,23.5594375,14.046,48.694500000000005,,,,,27.601,2.007,,,,,,,,34.607538480025084,
AS14.12,2014-04-25,8-16,0.10790515358685844,9.391553191489361,23.298833333333334,,26.090000000000003,,,8.058499999999999,22.362000000000002,70.92427272727274,,,,1.0,0.0,0.5,6.0,44.16829412824967,1.0
AS14.12,2014-04-25,16-24,0.2450542717086834,9.70407608695652,26.330833333333334,,,,,10.043666666666667,120.43030769230768,,,9.10575,44.409,1.0,0.3333333333333333,0.0,5.333333333333333,45.039387099204525,
AS14.12,2014-04-26,0-8,0.20056897759103637,9.055984375,20.634428571428572,30.766666666666666,,,,,51.312999999999995,,,,,1.0,,,,26.72597220871182,
AS14.12,2014-04-26,8-16,0.5433395725172119,4.391928571428571,8.174,,,,,9.704333333333333,74.2495,,,,,,0.0,1.0,7.0,41.24883337815596,
AS14.12,2014-04-26,16-24,0.2538227671451356,5.836344827586206,35.155,122.42099999999999,,,,6.676,101.59114285714284,42.31316666666667,,,22.066,1.0,1.0,1.0,7.0,56.82546152824008,
AS14.12,2014-04-27,0-8,0.005208333333333325,12.00476923076923,,,,,,,,,,,,,,,,22.309428589684625,
AS14.12,2014-04-27,8-16,0.31518673147224974,6.5519799999999995,43.76175,292.28900000000004,,,,8.459000000000001,182.65449999999998,37.571,,,86.672,,0.0,0.5,5.5,72.81618752330542,
AS14.12,2014-04-27,16-24,0.2600434083889967,4.924910714285715,20.040499999999998,7.9854,,,15.093,21.137999999999998,104.93266666666666,114.443375,,,,1.0,0.0,1.0,6.5,69.80783779556685,
AS14.12,2014-04-28,0-8,0.0,10.47225,,,,,,,,,,,,,,,,20.952500104904203,
AS14.12,2014-04-28,8-16,0.09969639311613403,5.638466666666667,54.621833333333335,65.711,,,,9.126,149.63557142857144,,,,,1.0,-0.5,1.0,6.5,98.84305553966105,1.0
AS14.12,2014-04-28,16-24,0.15649666918049265,19.079528735632184,29.47357142857143,82.21300000000001,21.063,,,8.729000000000001,52.021846153846155,32.09975,,,,1.0,-0.6666666666666666,1.0,6.666666666666667,47.9603111214108,1.0
AS14.12,2014-04-29,0-8,0.001050420168067225,12.143500000000001,,,,,,,16.062,,,,,,,,,19.44275003671647,
AS14.12,2014-04-29,8-16,0.06111730817924727,4.9578630136986295,19.548384615384613,131.18099999999998,,,,9.774333333333333,126.31049999999999,,,,,1.0,-0.3333333333333333,1.0,6.0,93.59641174007865,
AS14.12,2014-04-29,16-24,0.17542518352782518,17.05159793814433,32.055263157894736,32.525666666666666,,,57.14333333333334,9.6905,60.523173913043486,,,,,1.0,-0.5,1.0,6.0,48.714482771939245,
AS14.12,2014-04-30,0-8,0.052966101694915224,5.702047619047619,26.1455,,,,,,74.96925,,,,,,,,,36.33530765313372,
AS14.12,2014-04-30,8-16,0.1080336447921194,7.292272727272727,67.8284,56.06992857142857,,,,7.802,190.6292,29.96675,,,,,-0.5,0.5,6.0,96.91694444417953,
AS14.12,2014-04-30,16-24,0.20497983110298265,11.96319587628866,45.50654545454545,43.234,,,36.22,6.5685,72.30827272727272,16.674285714285713,,4.11,,1.0,0.0,1.0,6.5,40.36637037330202,
AS14.12,2014-05-01,0-8,0.009489693313222724,4.843666666666667,54.8195,,,,,,45.978249999999996,,,,,,,,,51.94345459071069,
AS14.12,2014-05-01,8-16,0.02443870891042956,9.683499999999999,13.085,100.35050000000001,,,,5.80525,209.78775000000002,,,,,,-0.3333333333333333,0.0,6.0,124.75300004084903,
AS14.12,2014-05-01,16-24,0.25278171367781754,7.419555555555556,48.941027027027026,111.08699999999999,16.695346153846153,90.8055,14.2814,18.609499999999997,114.62241666666667,15.830777777777778,,2.524,,,0.0,1.0,6.5,119.05342464904255,1.0
AS14.12,2014-05-02,0-8,0.05255750605326881,26.742282608695653,121.3531,321.308,,,,,146.5454,,,,,,,,,238.45212498307217,
