id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,circumplex.arousal,circumplex.valence,screen,mood
AS14.01,2014-04-14,0.0691115971181695,3.973596385542169,33.290263157894735,74.16055,10.0318,116.15128397619044,26.44724082890797,7.7764,45.3770625,14.552,14.931947546176053,14.017636363636363,11.13937755952381,-1.2,0.6,40.05318583429387,7.0
AS14.01,2014-04-15,0.0794155309980823,4.158004672897196,30.2676,49.71168421052632,4.347666666666666,74.57126605555558,21.798094143032664,9.7194,49.718769230769226,8.363,23.424457347402598,19.985214285714285,13.194235666666659,0.0,0.8,37.45367794925884,7.0
AS14.01,2014-04-16,0.0707415618206537,4.436143884892086,24.474654135338344,23.707444444444445,12.434758731215602,87.11429392490845,8.273868923282082,6.797333333333333,49.54811111111111,34.409813815427434,22.195518497835486,22.3587,15.6145332936508,0.75,0.5,33.205814565254364,7.0
AS14.01,2014-04-17,0.0444126410871423,4.094324074074074,29.315077777777777,28.448200000000003,14.22218730714286,94.66312710317466,9.979561606566344,10.7526,33.62244444444444,24.92823661749407,21.501709774170273,16.572666666666667,14.354835714285715,-0.4,0.6,36.85909091342581,7.0
AS14.01,2014-04-18,0.0639541803528291,4.680016260162602,30.4464776119403,58.76025,10.582333333333333,86.63503793284494,19.221823694270313,6.827,20.138,21.29133333333333,14.457662088744591,22.17,15.172877857142852,-0.8,0.8,34.276849312325034,7.0
AS14.01,2014-04-19,0.0868058857781561,3.982576576576576,31.76912,78.21233333333333,7.876399999999999,29.084,19.5152677982185,6.2964,36.06109090909092,64.445,55.08688124747475,9.772571428571428,20.133240888888892,-0.2,1.0,38.04476057307822,8.0
AS14.01,2014-04-20,0.0571426011979683,3.903201492537313,36.25187012987013,60.62433333333333,5.303,98.1324277936508,21.491430477987624,6.8404,32.828199999999995,22.569171088023076,15.10223368686869,12.1035,14.612658650793641,-0.25,0.75,45.82251899755455,7.0
AS14.01,2014-04-21,0.0530076173871965,5.051380952380952,27.723575,18.72,11.088666666666668,86.39249928571435,11.254539809120939,7.9205,26.776666666666667,22.75933333333333,20.12011568650795,13.698333333333334,15.688199523809523,-0.25,1.0,29.68888459755825,8.0
AS14.01,2014-04-22,0.0706235548782019,4.404642424242424,31.495730088495574,31.32211111111112,6.408833333333333,59.62834073443224,15.590031559163457,10.526666666666666,44.138444444444445,23.29678311840121,22.487171841269845,20.15309523809524,19.745574744949494,0.2,1.0,35.71991874426603,7.0
AS14.01,2014-04-23,0.0459856891337655,4.374917910447762,29.13507534246575,38.603,6.017,78.4973141904762,14.640233379817056,7.066333333333333,43.88316666666666,26.978547440934065,23.440531738095245,22.449454545454543,16.856069892857146,0.2,1.0,35.94257462202613,8.0
AS14.01,2014-04-24,0.0351499380939545,3.733278571428571,36.10221374045802,48.50646341463415,10.302,205.2210558809523,24.512596253412166,7.98325,41.401580645161296,17.061333333333334,15.92288633477633,16.276241379310346,9.568405952380953,-0.4,1.0,49.02479999486139,8.0
AS14.01,2014-04-25,0.0814153678934336,3.346310924369748,30.99753076923077,50.064,7.023666666666666,91.82689088888887,19.314918207966322,11.4745,51.664,21.10533333333333,15.461763713320472,13.513,18.510868047619045,-0.2,0.8,31.70715747668049,7.0
AS14.01,2014-04-26,0.0349289995273918,5.712555555555555,26.46045945945946,125.556,6.816749999999999,76.42691423931626,45.164495810924684,9.241,22.672,23.53865,3.148,12.22135,19.758199494949498,-0.2,1.0,33.69573770194757,8.0
AS14.01,2014-04-27,0.0304789237989636,5.0855483870967735,26.74326190476191,31.25111111111111,19.88808676976285,94.6638256355312,8.058952968526368,7.093166666666666,13.735,25.646331712732152,17.90333355844156,10.056333333333331,14.774011807359312,0.0,1.0,35.345777776506225,8.0
AS14.01,2014-04-28,0.0196753225383989,4.561528846153847,37.71536,52.68992307692307,6.615285714285714,138.17363039743597,22.512592019455965,8.0444,29.402555555555555,32.31092553289808,17.06895352020202,17.281499999999998,19.073419603174596,-0.8,0.8,40.41155844539789,8.0
AS14.01,2014-04-29,0.0504125653892234,4.27592125984252,31.59433333333333,56.75552173913043,6.669947576883344,38.211,21.606713949761673,8.0944,73.57600000000001,20.991,34.14594382323233,15.81329411764706,16.592582916666657,-0.25,1.0,34.62949998908574,7.0
AS14.01,2014-04-30,0.0624582601402142,4.109504587155963,27.91664,33.657466666666664,9.2428,46.77512011111112,16.249862545434727,9.715,9.907333333333334,17.049875,24.278091273809522,22.459,16.774627499999994,-0.4,0.75,33.25753772483681,8.0
AS14.01,2014-05-01,0.037065268147657,4.00229213483146,29.164128342245988,58.85825,6.74235294117647,83.50287797619049,28.098,7.405,40.75419230769231,28.583883902777785,14.707907496031742,17.971266666666665,17.24076922619048,-0.4,1.0,35.72820348379223,8.0
AS14.01,2014-05-02,0.0424599762741571,4.01836936936937,27.68501724137931,58.81466666666668,7.260319999999999,104.66003662759462,18.55694789459671,6.4886,33.7005,32.22227980469288,12.613035109098497,5.5415,18.122801975108228,-0.2,1.0,40.66277778369408,8.0
AS14.01,2014-05-03,0.071740884895172,4.937805970149253,24.22954,32.70182352941177,5.543833333333333,98.37818239682544,11.189245035500928,8.113800000000001,22.84466666666667,30.128433584657763,30.102,16.42866666666667,21.57859937698413,-0.2,1.0,39.599400010475726,8.0
AS14.01,2014-05-04,0.0365445330674642,4.064868421052632,27.67201754385965,15.08725,18.66572665410627,109.70211813553124,5.442509080453327,7.105,38.6835,30.50429508483031,20.548559502885993,10.402226737635928,17.322174821428572,-0.5,1.0,23.45734545100818,8.0
AS14.01,2014-05-05,0.0078425954521073,5.916095238095238,26.982142857142858,35.372579482679896,20.69395059090909,155.06369244871814,22.12222822040475,9.189827976190475,25.104,40.37308449321557,19.231928515873015,33.254666666666665,18.543393730158726,0.06666666666666668,0.968,28.202099990844708,7.0
AS14.02,2014-03-14,0.16962017564673945,7.521571428571429,10.974862068965518,12.029333333333334,23.63793397222223,247.17946711904762,17.336508991281594,15.599857142857145,5.7262,20.89584514081464,23.568086660524173,12.001374589743598,28.190276666666662,-0.27216666666666667,0.7079999999999999,14.03275758208651,7.0
AS14.02,2014-03-15,0.10024578663033784,5.401602836879433,13.532871559633028,12.323625,26.46866803751803,210.9572714285714,22.385095284222803,11.752254412227868,28.93312289890759,15.7125,19.596071917007922,8.628577574047005,24.181822500000003,0.04133333333333335,0.9806666666666666,14.707596391080374,7.0
AS14.02,2014-03-16,0.13634922267130395,5.138409090909091,15.038619047619049,15.236866026701305,25.632453934343435,165.00017300466843,26.788842134588243,18.13329411764706,10.681823529411766,18.972271530550234,35.49350853897642,7.917968203296706,23.40721066666668,0.0,0.0,15.416342103690434,6.0
AS14.02,2014-03-17,0.1680684149503257,5.123818965517242,20.693407894736843,1.089,28.66098280519482,297.9437671190476,16.658316536968826,12.962375,10.3028,54.82051418896046,50.35811992929294,13.71161435409036,29.583554178571426,0.0,0.5,17.732386802727323,7.0
AS14.02,2014-03-18,0.2194843842554375,5.26424060150376,15.3637,7.729500000000001,25.452999557359302,119.50519060317455,16.118250221746862,17.744400000000002,6.15964705882353,21.2137040720887,23.8620956953081,10.469152096153852,26.44066416666668,0.6,0.8,16.511308730848683,8.0
AS14.02,2014-03-19,0.3156317568506431,6.415943089430895,16.315136363636363,10.129727272727273,28.664884351010095,211.92660927450993,30.79517015077329,17.589333333333332,9.563,15.182903225806452,30.938839961126714,9.390577179487185,23.73799816666668,0.4,0.4,16.14323571750096,7.0
AS14.02,2014-03-20,0.2390249602103473,6.442060606060606,21.469066666666667,3.85175,29.732368340909094,209.30400921062284,15.494429466624572,10.857125,8.596625,19.996773832448188,26.34247963323388,11.460209830280833,26.610112272727278,-0.5,0.75,14.84236938244588,7.0
AS14.02,2014-03-21,0.2896279249001074,5.30970253164557,19.185056603773585,18.491,19.084869962121218,87.20524438095242,8.943546098663194,9.486,10.920478260869569,24.572,23.695161117000122,14.014828499190427,28.475876666666657,-0.75,0.75,18.53707200050354,8.0
AS14.02,2014-03-22,0.4460436868329013,5.299174129353234,20.78147619047619,13.479,24.17918073196249,133.23651168650792,46.51191609555985,10.801,10.754394736842109,16.38981081081081,35.396085166773915,14.838742445482303,24.811065487012993,-1.0,-0.5,17.000743599427054,6.0
AS14.02,2014-03-23,0.2696971570335323,5.750544642857143,20.65528888888889,13.2353125,26.018710351010103,130.98994256349204,27.52120590843257,15.46625,14.331125,18.82248,32.92694922966148,11.897438191391945,25.391424000000008,-1.0,0.0,16.685872005462645,6.0
AS14.02,2014-03-24,0.1561246625014999,6.540797619047619,14.185877192982456,10.7881,28.729224739898985,217.39834786974797,24.420627955940073,16.3616,12.393916666666668,18.572282453007475,35.654923755031014,9.183395661172165,23.77696775000002,0.2,-0.2,13.46625423229347,6.0
AS14.02,2014-03-25,0.2305136548564537,5.8360394736842105,16.66743076923077,12.076666666666666,19.98250937085138,205.06035133333341,17.146449659166777,10.075,7.646416666666667,19.5997002538343,27.85166698616474,10.259118851449275,27.777573583333325,-1.25,0.75,13.790366012286515,8.0
AS14.02,2014-03-26,0.2939534624058421,6.027947368421053,18.274349206349207,8.322999999999999,26.71857863852814,126.9314978650794,20.7097945172673,8.39,15.022774193548388,16.714067089554067,25.88705409427285,14.103137648786008,27.171112500000003,-1.2,0.4,16.796865251892847,7.0
AS14.02,2014-03-27,0.2288490089221509,5.588859649122807,18.866185185185184,4.788444444444445,27.292055045454557,155.531499043956,15.460645885217396,12.328571428571427,10.17075,19.994478072479385,26.723181822627815,4.477533333333333,26.991319000000008,0.0,0.5,13.895509670626735,7.0
AS14.02,2014-03-28,0.2615983280781395,5.574072164948453,14.8485873015873,10.428263157894737,27.52339668434344,216.44951849999998,26.2515874608474,12.5669,13.953054054054055,17.738322076848196,21.044188010695763,10.965965518115945,26.33937000000001,-0.6,0.6,14.9019130381985,7.0
AS14.02,2014-03-29,0.432469355060395,5.558337662337663,15.396125,11.649,22.284850194083702,288.70327415476197,52.71480509314185,13.21025,21.052666666666667,14.031483870967742,33.54216421307672,10.902219333333337,24.040414000000006,-0.75,0.25,11.638175981521604,7.0
AS14.02,2014-03-30,0.2418873087939678,6.087752808988763,16.64916129032258,10.793555555555557,26.14715731313132,229.2314988095239,23.393271233284608,7.548533333333334,10.591,16.066353586994783,19.75626073460473,11.120723929089033,25.03936041666667,-1.0,0.75,12.926466015936102,7.0
AS14.02,2014-03-31,0.1563729236642765,6.311318181818182,16.512076923076922,6.154545454545455,24.56627217424242,188.4642638515406,24.019104841164662,13.6235,11.968153846153848,17.61422293574698,25.4579398500351,9.197576035714288,25.947954416666676,-0.8,0.4,16.09152317205012,7.0
AS14.02,2014-04-01,0.2619605321890544,9.011603603603604,12.552648148148148,15.3952,25.494573916666667,198.58249973992665,28.257827005157914,20.71255555555556,11.242411764705883,14.555600000000002,23.266255918627966,7.685449559523811,26.209643333333343,-0.2,0.8,14.887670949197584,7.0
AS14.02,2014-04-02,0.3191205617996335,6.839129770992367,20.11692771084337,10.43825,26.147254205197136,250.61661178571444,28.937703749128147,18.392,12.22696153846154,18.494461048052116,31.527794694703594,13.95652555952382,23.761823772727283,-0.6,-0.2,14.033605100242957,6.0
AS14.02,2014-04-03,0.3225058399099886,4.942909090909091,19.3625,6.3417,33.7380226218638,37.85820641269842,28.170721070134558,11.2264,13.602333333333332,18.5384,30.121366017316017,14.279768829365093,26.559262939393943,-0.25,0.0,18.95185207756313,6.0
AS14.02,2014-04-04,0.2272703566089604,6.823816326530612,17.53969230769231,7.903666666666666,24.81021061111112,108.69617903874881,26.69051732754916,14.8852,9.484428571428571,18.512821349961943,31.83634302427754,8.913527611111114,24.557726083333343,-1.2,0.2,16.88094406361347,6.0
AS14.02,2014-04-05,0.3219197224805252,5.05875,16.985352941176473,10.38688,28.976973130952377,235.87747560439584,30.66073839755355,12.612125,16.109666666666666,15.933533333333331,20.584222414736175,11.650013077639757,25.932505833333348,0.0,0.6,15.471072733041012,7.0
AS14.02,2014-04-06,0.2152095201608524,5.983283018867924,21.323975,7.6094,28.857027706349207,131.51785416666667,25.1341313371106,7.502750000000001,14.973235294117648,19.321366033251753,31.174680941919206,12.625875298534806,22.741596498917758,-1.0,-1.0,16.934179464975994,4.0
AS14.02,2014-04-07,0.1365237343960995,7.332626666666667,17.446875000000002,18.0835,25.260167972222224,42.71275401465203,20.6099120295184,17.691333333333333,13.81708510638298,19.592779978234056,19.32771518844409,8.359849555555554,26.612301666666678,0.0,0.6,18.94256816849564,7.0
AS14.02,2014-04-08,0.2619510376215639,4.996065573770491,17.20367469879518,9.464333333333334,31.46249598989899,213.7820627582419,26.754303450881483,13.4434,14.09473076923077,18.080236550342985,20.823192187463437,10.174396880952388,26.01802791666668,-0.25,0.5,15.09242952590021,6.0
AS14.02,2014-04-09,0.2472098480448902,5.205150684931507,15.248164383561644,19.1619375,19.795528833333343,175.18689066176466,27.09093376983164,12.2794,11.707666666666666,18.01979594128338,32.30555210160485,7.827106125258803,24.13037816666667,-0.5,0.25,13.683538463565853,7.0
AS14.02,2014-04-10,0.2607506038432931,4.686964285714287,15.083951219512196,6.4318620689655175,26.78571038095239,199.19664960245638,16.418255901779947,21.21975,9.2654,21.896625,61.53055891221093,1.0225,24.577536261904775,0.25,0.75,11.871557956156524,7.0
AS14.02,2014-04-11,0.4244814273084369,5.767611940298508,15.378897727272728,10.154423076923075,28.150811751803754,236.57220079548236,45.23968400980851,22.688,10.975695652173911,15.773225,24.68422094133009,10.341823666666675,25.071917928571434,-0.5,0.5,14.847436471538648,6.0
AS14.02,2014-04-12,0.3783017333120427,6.8200625,13.590575757575756,14.638384454926882,23.75798486111111,194.21446144117647,48.48084838513514,11.016,7.493399999999999,14.49657894736842,36.850401487851514,3.493,24.80623959523809,-2.0,-1.0,15.21755556076292,6.0
AS14.02,2014-04-13,0.2898201182827999,7.276078431372548,15.764512195121952,7.790142857142857,27.502780426406925,288.11834007936517,27.526852977223992,7.125249999999999,9.467,8.869222222222222,27.419602653679675,11.283594309523817,23.052923928571428,-0.6,0.4,11.824677060047785,7.0
AS14.02,2014-04-14,0.1870740501721279,6.150257142857143,18.06656896551724,5.63364705882353,23.832814676406944,147.18799395238094,17.919309487506027,7.060666666666666,18.939,19.54336598931287,19.11038592760618,3.2,24.810295595238102,0.3333333333333333,1.0,16.0263658616601,8.0
AS14.02,2014-04-15,0.1736288831786874,5.918272727272727,8.387181818181817,4.9145,27.114803845238107,227.86382607142866,9.80557875190978,10.882489177987866,12.693,23.500647585484334,27.57945463383838,11.21720245238096,27.7056558452381,-0.5,0.5,15.243588251226088,7.0
AS14.02,2014-04-16,0.3532763532763534,6.582111111111112,18.615665562183473,39.14145616865079,7.327640232843138,57.5278833974359,30.55172649479001,12.092458726722844,45.500129337842615,34.5881706436613,18.948190634199147,11.908709401098907,29.337985416666676,-0.3333333333333333,0.3333333333333333,27.320999920368195,7.0
AS14.02,2014-04-17,0.4700854700854705,2.007,12.533666666666669,94.30230465920242,26.039445565217378,300.3255751904763,57.985897707133184,13.56498205073196,18.534045087291144,20.171895968406574,36.08094472943722,10.416044993867244,22.770655416666663,0.25,0.0,13.744999885559071,6.0
AS14.02,2014-04-18,0.04575574866792371,4.571865212761524,25.23748290974405,51.971678481487395,7.622157153870639,66.8787446923077,17.795239841925238,9.408661103937728,47.89985668891046,28.50018791234613,18.92425883766234,9.939582722761013,22.824397629870127,-0.6666666666666666,0.0,29.136772936433864,6.0
AS14.02,2014-04-19,0.5,10.09,24.11366666666667,15.882718613745475,13.505462333333332,31.90792552684406,52.06854346525096,13.47717305944057,68.479431371404,43.450194012576915,31.111507475203165,14.208085438311684,20.216576217171724,-0.6666666666666666,-0.3333333333333333,31.5420000553131,6.0
AS14.02,2014-04-20,0.05055585502614022,4.8000134862329,26.450064315935105,56.92663537344329,7.207118531451161,39.17125618772893,16.263373861859492,10.04021468864469,57.32443323682874,33.91166301266366,25.70437136291486,10.044511772750601,23.410505906565653,-0.6666666666666666,0.0,29.458761451697434,5.0
AS14.02,2014-04-21,0.05769486397627076,4.797749613384279,26.12134660962606,52.03034563548458,7.104273494542447,27.225854103479836,16.29898992563856,10.082003609890114,52.17832250939569,47.72314141008993,45.81793934415582,14.607577701860896,21.824541323232314,-0.5,-0.5,30.428458542833233,6.0
AS14.02,2014-04-22,0.075,4.721342882058378,10.482038796103014,14.738898580973212,19.63707336111111,248.60761232967027,15.148942510939152,9.731905059706492,6.5085,23.344081246198098,27.48470857575756,7.829938354312356,23.071045190476195,-1.3333333333333333,0.5,6.54000008106234,6.0
AS14.02,2014-04-23,0.142857142857143,4.8749477315906065,19.521488395209065,39.42234922772025,12.407529704545455,52.04432457203909,13.172910800061246,10.100952101516045,47.98607139896349,29.719853060550868,26.545001253246753,13.360987132959856,26.780409558441566,0.0,0.5,23.6698319956822,6.0
AS14.02,2014-04-24,0.0344827586206897,5.239610601958808,25.408449958163178,45.887809427277176,12.213156312252963,62.56240359279613,11.275989395292429,10.465746626984126,47.171863846395446,41.12778641001345,33.37760851515153,11.610800916805056,16.097041556277066,-0.5,-0.5,31.07457653093975,7.0
AS14.02,2014-04-25,0.11688560976962764,4.994017417803704,24.331341558381766,53.47259113600973,11.830385312252961,105.1533140921856,7.769887021224421,12.096438401239107,36.83905950996356,35.945920073843936,21.14484361631351,7.7422680777670045,21.156061428571434,-1.0,1.0,25.806971843560667,9.0
AS14.03,2014-03-21,0.1426157031501008,6.170399999999999,9.84967741935484,3.4767916666666667,31.96794621212121,276.4925315238094,10.046,8.788333333333334,27.718266366256966,20.555251171543773,22.824858272356767,17.52649140620491,23.9905986904762,1.0,1.040166666666667,14.563121975922009,9.0
AS14.03,2014-03-22,0.1007835854083385,4.881916666666666,8.556515151515152,3.10553125,27.759357583333344,276.44296211111106,12.479818689287338,14.869333333333332,27.604416246747096,24.07785714285714,25.104801920147416,4.35,23.192358761904778,0.8,1.0,11.93421538793124,8.0
AS14.03,2014-03-23,0.0721198163371662,8.278117647058824,8.275190476190476,2.952328571428572,36.364,282.00616917460303,19.946666666666665,10.7666,26.93641211153304,34.425625000000004,17.773352021461317,9.395127295278796,44.854,-0.2,1.0,12.643747577389467,8.0
AS14.03,2014-03-24,0.0374621727546899,6.430833333333333,9.42272,2.732684210526316,15.031000000000002,311.9405465238096,25.065,11.726555555555557,25.830889260886195,24.34736032691629,11.064,5.136,27.076963333333328,-0.6,1.0,11.243989999294278,8.0
AS14.03,2014-03-25,0.0777106253365213,8.316117647058823,10.7506301369863,2.474885057471264,50.54,240.9019926785713,12.825090909090909,11.07775,24.140651277929656,23.503934133203998,47.324,3.812,24.27104483333332,-0.4,1.0,13.939915969592183,8.0
AS14.03,2014-03-26,0.0581720793868866,5.649476190476191,9.510037037037035,2.77556,29.047,241.11000841269836,5.171,10.382857142857144,25.40632561370006,6.42,3.8245,8.238660480676328,25.433527333333316,0.5,1.0,15.175896541825656,8.0
AS14.03,2014-03-27,0.0613526745373054,4.172538461538462,9.55201754385965,2.7901818181818183,26.635108674242428,301.0267140476189,6.7185,10.005333333333333,20.006360914444386,21.71151402761612,17.704401448412703,8.745000000000001,19.938611083333335,0.25,1.008,12.338612511754034,8.0
AS14.03,2014-03-28,0.0635654112560787,5.086714285714286,10.671268656716418,2.144625,25.511381712121214,313.0225218277312,15.402,7.026555555555556,18.398816907134275,23.999597132554726,31.893500000000003,7.045,21.43423184523809,-0.5,1.0,13.202538444445686,8.0
AS14.03,2014-03-29,0.0611154051800942,9.655,7.6464,2.9636888888888886,49.371,275.77242511904757,15.856007412371138,10.4425,19.05120870162581,28.838633514172113,22.48169117857143,9.466216127289378,32.82223249999997,-0.2,1.0,12.999045464125544,9.0
AS14.03,2014-03-30,0.0740870016588875,3.21725,9.341042857142858,2.6964237288135595,36.38020571212121,284.2440714999999,26.284,8.1723,21.640331857880586,19.354495455943805,35.267,10.429615744047616,15.9775,-0.2,1.0,13.641010867512747,8.0
AS14.03,2014-03-31,0.052321167246137,8.791025000000001,9.026708333333334,2.2978,25.83033333333333,323.96782695238113,17.880393779220785,7.0561428571428575,17.40300203312522,20.66365900647322,19.8064123102453,5.16,21.48865833333334,0.4,1.0,11.28751402034938,7.0
AS14.03,2014-04-01,0.0549379008492671,10.344333333333331,9.10630357142857,2.599888888888889,58.641,324.01829760805856,15.6225,7.2102,16.786178718017073,23.87307248192728,20.45518074999999,10.283662404761902,21.2233980952381,0.4,1.0,11.924772141854977,8.0
