id,activity(t-5),attr1(t-5),attr2(t-5),circumplex.arousal(t-5),circumplex.valence(t-5),mood(t-5),activity(t-4),attr1(t-4),attr2(t-4),circumplex.arousal(t-4),circumplex.valence(t-4),mood(t-4),activity(t-3),attr1(t-3),attr2(t-3),circumplex.arousal(t-3),circumplex.valence(t-3),mood(t-3),activity(t-2),attr1(t-2),attr2(t-2),circumplex.arousal(t-2),circumplex.valence(t-2),mood(t-2),activity(t-1),attr1(t-1),attr2(t-1),circumplex.arousal(t-1),circumplex.valence(t-1),mood(t-1),activity(t),attr1(t),attr2(t),circumplex.arousal(t),circumplex.valence(t),mood(t)
AS14.01,0.0444126410871423,3130.36725,1430.20807,-0.4,0.6,7.0,0.0639541803528291,2780.4069600000003,832.88756,-0.8,0.8,7.0,0.0868058857781561,3041.414,950.7512,-0.2,1.0,8.0,0.0571426011979683,3834.62889,1342.19608,-0.25,0.75,7.0,0.0530076173871965,1442.7579899999998,736.134,-0.25,1.0,8.0,0.0706235548782019,8310.55826,1974.35855,0.2,1.0,7.0
AS14.01,0.0639541803528291,2780.4069600000003,832.88756,-0.8,0.8,7.0,0.0868058857781561,3041.414,950.7512,-0.2,1.0,8.0,0.0571426011979683,3834.62889,1342.19608,-0.25,0.75,7.0,0.0530076173871965,1442.7579899999998,736.134,-0.25,1.0,8.0,0.0706235548782019,8310.55826,1974.35855,0.2,1.0,7.0,0.0459856891337655,4932.36806,1387.45194,0.2,1.0,8.0
AS14.01,0.0868058857781561,3041.414,950.7512,-0.2,1.0,8.0,0.0571426011979683,3834.62889,1342.19608,-0.25,0.75,7.0,0.0530076173871965,1442.7579899999998,736.134,-0.25,1.0,8.0,0.0706235548782019,8310.55826,1974.35855,0.2,1.0,7.0,0.0459856891337655,4932.36806,1387.45194,0.2,1.0,8.0,0.0351499380939545,7355.42136,2298.2639,-0.4,1.0,8.0
AS14.01,0.0571426011979683,3834.62889,1342.19608,-0.25,0.75,7.0,0.0530076173871965,1442.7579899999998,736.134,-0.25,1.0,8.0,0.0706235548782019,8310.55826,1974.35855,0.2,1.0,7.0,0.0459856891337655,4932.36806,1387.45194,0.2,1.0,8.0,0.0351499380939545,7355.42136,2298.2639,-0.4,1.0,8.0,0.0814153678934336,5109.83228,1617.12956,-0.2,0.8,7.0
AS14.01,0.0530076173871965,1442.7579899999998,736.134,-0.25,1.0,8.0,0.0706235548782019,8310.55826,1974.35855,0.2,1.0,7.0,0.0459856891337655,4932.36806,1387.45194,0.2,1.0,8.0,0.0351499380939545,7355.42136,2298.2639,-0.4,1.0,8.0,0.0814153678934336,5109.83228,1617.12956,-0.2,0.8,7.0,0.0349289995273918,2094.8935299999994,866.5972200000001,-0.2,1.0,8.0
AS14.01,0.0706235548782019,8310.55826,1974.35855,0.2,1.0,7.0,0.0459856891337655,4932.36806,1387.45194,0.2,1.0,8.0,0.0351499380939545,7355.42136,2298.2639,-0.4,1.0,8.0,0.0814153678934336,5109.83228,1617.12956,-0.2,0.8,7.0,0.0349289995273918,2094.8935299999994,866.5972200000001,-0.2,1.0,8.0,0.0304789237989636,1761.62153,438.88637,0.0,1.0,8.0
AS14.01,0.0459856891337655,4932.36806,1387.45194,0.2,1.0,8.0,0.0351499380939545,7355.42136,2298.2639,-0.4,1.0,8.0,0.0814153678934336,5109.83228,1617.12956,-0.2,0.8,7.0,0.0349289995273918,2094.8935299999994,866.5972200000001,-0.2,1.0,8.0,0.0304789237989636,1761.62153,438.88637,0.0,1.0,8.0,0.0196753225383989,3883.5182,1153.00123,-0.8,0.8,8.0
AS14.01,0.0351499380939545,7355.42136,2298.2639,-0.4,1.0,8.0,0.0814153678934336,5109.83228,1617.12956,-0.2,0.8,7.0,0.0349289995273918,2094.8935299999994,866.5972200000001,-0.2,1.0,8.0,0.0304789237989636,1761.62153,438.88637,0.0,1.0,8.0,0.0196753225383989,3883.5182,1153.00123,-0.8,0.8,8.0,0.0504125653892234,3795.617,1075.67665,-0.25,1.0,7.0
AS14.01,0.0814153678934336,5109.83228,1617.12956,-0.2,0.8,7.0,0.0349289995273918,2094.8935299999994,866.5972200000001,-0.2,1.0,8.0,0.0304789237989636,1761.62153,438.88637,0.0,1.0,8.0,0.0196753225383989,3883.5182,1153.00123,-0.8,0.8,8.0,0.0504125653892234,3795.617,1075.67665,-0.25,1.0,7.0,0.0624582601402142,3779.53264,696.0016599999999,-0.4,0.75,8.0
AS14.01,0.0349289995273918,2094.8935299999994,866.5972200000001,-0.2,1.0,8.0,0.0304789237989636,1761.62153,438.88637,0.0,1.0,8.0,0.0196753225383989,3883.5182,1153.00123,-0.8,0.8,8.0,0.0504125653892234,3795.617,1075.67665,-0.25,1.0,7.0,0.0624582601402142,3779.53264,696.0016599999999,-0.4,0.75,8.0,0.037065268147657,7231.2357,2078.14565,-0.4,1.0,8.0
AS14.01,0.0304789237989636,1761.62153,438.88637,0.0,1.0,8.0,0.0196753225383989,3883.5182,1153.00123,-0.8,0.8,8.0,0.0504125653892234,3795.617,1075.67665,-0.25,1.0,7.0,0.0624582601402142,3779.53264,696.0016599999999,-0.4,0.75,8.0,0.037065268147657,7231.2357,2078.14565,-0.4,1.0,8.0,0.0424599762741571,4147.92783,1037.2163799999998,-0.2,1.0,8.0
AS14.01,0.0196753225383989,3883.5182,1153.00123,-0.8,0.8,8.0,0.0504125653892234,3795.617,1075.67665,-0.25,1.0,7.0,0.0624582601402142,3779.53264,696.0016599999999,-0.4,0.75,8.0,0.037065268147657,7231.2357,2078.14565,-0.4,1.0,8.0,0.0424599762741571,4147.92783,1037.2163799999998,-0.2,1.0,8.0,0.071740884895172,2153.15862,632.66725,-0.2,1.0,8.0
AS14.01,0.0504125653892234,3795.617,1075.67665,-0.25,1.0,7.0,0.0624582601402142,3779.53264,696.0016599999999,-0.4,0.75,8.0,0.037065268147657,7231.2357,2078.14565,-0.4,1.0,8.0,0.0424599762741571,4147.92783,1037.2163799999998,-0.2,1.0,8.0,0.071740884895172,2153.15862,632.66725,-0.2,1.0,8.0,0.0365445330674642,1978.41694,537.5288899999999,-0.5,1.0,8.0
AS14.01,0.0624582601402142,3779.53264,696.0016599999999,-0.4,0.75,8.0,0.037065268147657,7231.2357,2078.14565,-0.4,1.0,8.0,0.0424599762741571,4147.92783,1037.2163799999998,-0.2,1.0,8.0,0.071740884895172,2153.15862,632.66725,-0.2,1.0,8.0,0.0365445330674642,1978.41694,537.5288899999999,-0.5,1.0,8.0,0.0078425954521073,1522.02041,270.57949,-0.1193333333333333,0.9035,7.0
AS14.02,0.0892480139234036,1699.13066,253.11112,-0.1816666666666666,0.9035,7.0,0.1004436683979587,2463.8655200000003,1376.6003699999997,-0.0776666666666666,0.7641666666666669,7.0,0.1398453279757746,2456.4455500000004,732.14153,0.0,0.0,6.0,0.1680684149503257,2318.96651,790.8351700000001,0.0,0.5,7.0,0.2194843842554375,2474.5804500000004,926.58186,0.6,0.8,8.0,0.3156317568506431,2152.89391,950.70383,0.4,0.4,7.0
AS14.02,0.1004436683979587,2463.8655200000003,1376.6003699999997,-0.0776666666666666,0.7641666666666669,7.0,0.1398453279757746,2456.4455500000004,732.14153,0.0,0.0,6.0,0.1680684149503257,2318.96651,790.8351700000001,0.0,0.5,7.0,0.2194843842554375,2474.5804500000004,926.58186,0.6,0.8,8.0,0.3156317568506431,2152.89391,950.70383,0.4,0.4,7.0,0.2390249602103473,2162.10092,1049.19435,-0.5,0.75,7.0
AS14.02,0.1398453279757746,2456.4455500000004,732.14153,0.0,0.0,6.0,0.1680684149503257,2318.96651,790.8351700000001,0.0,0.5,7.0,0.2194843842554375,2474.5804500000004,926.58186,0.6,0.8,8.0,0.3156317568506431,2152.89391,950.70383,0.4,0.4,7.0,0.2390249602103473,2162.10092,1049.19435,-0.5,0.75,7.0,0.2896279249001074,1893.21963,1198.11709,-0.75,0.75,8.0
AS14.02,0.1680684149503257,2318.96651,790.8351700000001,0.0,0.5,7.0,0.2194843842554375,2474.5804500000004,926.58186,0.6,0.8,8.0,0.3156317568506431,2152.89391,950.70383,0.4,0.4,7.0,0.2390249602103473,2162.10092,1049.19435,-0.5,0.75,7.0,0.2896279249001074,1893.21963,1198.11709,-0.75,0.75,8.0,0.4460436868329013,3008.50725,1587.39238,-1.0,-0.5,6.0
AS14.02,0.2194843842554375,2474.5804500000004,926.58186,0.6,0.8,8.0,0.3156317568506431,2152.89391,950.70383,0.4,0.4,7.0,0.2390249602103473,2162.10092,1049.19435,-0.5,0.75,7.0,0.2896279249001074,1893.21963,1198.11709,-0.75,0.75,8.0,0.4460436868329013,3008.50725,1587.39238,-1.0,-0.5,6.0,0.2696971570335323,2540.6329300000007,856.98331,-1.0,0.0,6.0
AS14.02,0.3156317568506431,2152.89391,950.70383,0.4,0.4,7.0,0.2390249602103473,2162.10092,1049.19435,-0.5,0.75,7.0,0.2896279249001074,1893.21963,1198.11709,-0.75,0.75,8.0,0.4460436868329013,3008.50725,1587.39238,-1.0,-0.5,6.0,0.2696971570335323,2540.6329300000007,856.98331,-1.0,0.0,6.0,0.1561246625014999,1524.81704,788.1096,0.2,-0.2,6.0
AS14.02,0.2390249602103473,2162.10092,1049.19435,-0.5,0.75,7.0,0.2896279249001074,1893.21963,1198.11709,-0.75,0.75,8.0,0.4460436868329013,3008.50725,1587.39238,-1.0,-0.5,6.0,0.2696971570335323,2540.6329300000007,856.98331,-1.0,0.0,6.0,0.1561246625014999,1524.81704,788.1096,0.2,-0.2,6.0,0.2305136548564537,1832.72495,1080.95714,-1.25,0.75,8.0
AS14.02,0.2896279249001074,1893.21963,1198.11709,-0.75,0.75,8.0,0.4460436868329013,3008.50725,1587.39238,-1.0,-0.5,6.0,0.2696971570335323,2540.6329300000007,856.98331,-1.0,0.0,6.0,0.1561246625014999,1524.81704,788.1096,0.2,-0.2,6.0,0.2305136548564537,1832.72495,1080.95714,-1.25,0.75,8.0,0.2939534624058421,1944.7228,1221.32431,-1.2,0.4,7.0
AS14.02,0.4460436868329013,3008.50725,1587.39238,-1.0,-0.5,6.0,0.2696971570335323,2540.6329300000007,856.98331,-1.0,0.0,6.0,0.1561246625014999,1524.81704,788.1096,0.2,-0.2,6.0,0.2305136548564537,1832.72495,1080.95714,-1.25,0.75,8.0,0.2939534624058421,1944.7228,1221.32431,-1.2,0.4,7.0,0.2288490089221509,2202.38731,822.9201899999999,0.0,0.5,7.0
AS14.02,0.2696971570335323,2540.6329300000007,856.98331,-1.0,0.0,6.0,0.1561246625014999,1524.81704,788.1096,0.2,-0.2,6.0,0.2305136548564537,1832.72495,1080.95714,-1.25,0.75,8.0,0.2939534624058421,1944.7228,1221.32431,-1.2,0.4,7.0,0.2288490089221509,2202.38731,822.9201899999999,0.0,0.5,7.0,0.2615983280781395,2037.56387,1126.69688,-0.6,0.6,7.0
AS14.02,0.1561246625014999,1524.81704,788.1096,0.2,-0.2,6.0,0.2305136548564537,1832.72495,1080.95714,-1.25,0.75,8.0,0.2939534624058421,1944.7228,1221.32431,-1.2,0.4,7.0,0.2288490089221509,2202.38731,822.9201899999999,0.0,0.5,7.0,0.2615983280781395,2037.56387,1126.69688,-0.6,0.6,7.0,0.432469355060395,1377.92763,1156.77138,-0.75,0.25,7.0
AS14.02,0.2305136548564537,1832.72495,1080.95714,-1.25,0.75,8.0,0.2939534624058421,1944.7228,1221.32431,-1.2,0.4,7.0,0.2288490089221509,2202.38731,822.9201899999999,0.0,0.5,7.0,0.2615983280781395,2037.56387,1126.69688,-0.6,0.6,7.0,0.432469355060395,1377.92763,1156.77138,-0.75,0.25,7.0,0.2418873087939678,1398.07539,761.4453299999999,-1.0,0.75,7.0
AS14.02,0.2939534624058421,1944.7228,1221.32431,-1.2,0.4,7.0,0.2288490089221509,2202.38731,822.9201899999999,0.0,0.5,7.0,0.2615983280781395,2037.56387,1126.69688,-0.6,0.6,7.0,0.432469355060395,1377.92763,1156.77138,-0.75,0.25,7.0,0.2418873087939678,1398.07539,761.4453299999999,-1.0,0.75,7.0,0.1563729236642765,1958.64499,1089.8255,-0.8,0.4,7.0
AS14.02,0.2288490089221509,2202.38731,822.9201899999999,0.0,0.5,7.0,0.2615983280781395,2037.56387,1126.69688,-0.6,0.6,7.0,0.432469355060395,1377.92763,1156.77138,-0.75,0.25,7.0,0.2418873087939678,1398.07539,761.4453299999999,-1.0,0.75,7.0,0.1563729236642765,1958.64499,1089.8255,-0.8,0.4,7.0,0.2619605321890544,1599.3421000000003,1256.01756,-0.2,0.8,7.0
AS14.02,0.2615983280781395,2037.56387,1126.69688,-0.6,0.6,7.0,0.432469355060395,1377.92763,1156.77138,-0.75,0.25,7.0,0.2418873087939678,1398.07539,761.4453299999999,-1.0,0.75,7.0,0.1563729236642765,1958.64499,1089.8255,-0.8,0.4,7.0,0.2619605321890544,1599.3421000000003,1256.01756,-0.2,0.8,7.0,0.3191205617996335,2531.48265,1300.03081,-0.6,-0.2,6.0
AS14.02,0.432469355060395,1377.92763,1156.77138,-0.75,0.25,7.0,0.2418873087939678,1398.07539,761.4453299999999,-1.0,0.75,7.0,0.1563729236642765,1958.64499,1089.8255,-0.8,0.4,7.0,0.2619605321890544,1599.3421000000003,1256.01756,-0.2,0.8,7.0,0.3191205617996335,2531.48265,1300.03081,-0.6,-0.2,6.0,0.3225058399099886,2880.2772,927.6921,-0.25,0.0,6.0
AS14.02,0.2418873087939678,1398.07539,761.4453299999999,-1.0,0.75,7.0,0.1563729236642765,1958.64499,1089.8255,-0.8,0.4,7.0,0.2619605321890544,1599.3421000000003,1256.01756,-0.2,0.8,7.0,0.3191205617996335,2531.48265,1300.03081,-0.6,-0.2,6.0,0.3225058399099886,2880.2772,927.6921,-0.25,0.0,6.0,0.2272703566089604,2111.79532,816.59341,-1.2,0.2,6.0
AS14.02,0.1563729236642765,1958.64499,1089.8255,-0.8,0.4,7.0,0.2619605321890544,1599.3421000000003,1256.01756,-0.2,0.8,7.0,0.3191205617996335,2531.48265,1300.03081,-0.6,-0.2,6.0,0.3225058399099886,2880.2772,927.6921,-0.25,0.0,6.0,0.2272703566089604,2111.79532,816.59341,-1.2,0.2,6.0,0.3219197224805252,2273.86395,1060.12929,0.0,0.6,7.0
