id,activity(t-5),attr1(t-5),attr2(t-5),circumplex.arousal(t-5),circumplex.valence(t-5),mood(t-5),activity(t-4),attr1(t-4),attr2(t-4),circumplex.arousal(t-4),circumplex.valence(t-4),mood(t-4),activity(t-3),attr1(t-3),attr2(t-3),circumplex.arousal(t-3),circumplex.valence(t-3),mood(t-3),activity(t-2),attr1(t-2),attr2(t-2),circumplex.arousal(t-2),circumplex.valence(t-2),mood(t-2),activity(t-1),attr1(t-1),attr2(t-1),circumplex.arousal(t-1),circumplex.valence(t-1),mood(t-1),activity(t),attr1(t),attr2(t),circumplex.arousal(t),circumplex.valence(t),mood(t)
AS14.06,0.1337273553358795,6432.939110000001,1227.9184200000002,0.0,0.8,7.0,0.2044777977333968,3618.31301,922.47286,-0.25,0.75,8.0,0.1999999999999999,3749.116590000001,1559.63453,-1.0,0.4,7.0,0.1818840579710145,2664.83862,1013.63225,0.0,1.0,8.0,0.0597158394607842,1142.50984,693.44351,-0.6,1.0,7.0,0.1723244348244348,4579.83144,1102.0519699999998,-0.25,0.5,7.0
AS14.06,0.2044777977333968,3618.31301,922.47286,-0.25,0.75,8.0,0.1999999999999999,3749.116590000001,1559.63453,-1.0,0.4,7.0,0.1818840579710145,2664.83862,1013.63225,0.0,1.0,8.0,0.0597158394607842,1142.50984,693.44351,-0.6,1.0,7.0,0.1723244348244348,4579.83144,1102.0519699999998,-0.25,0.5,7.0,0.1751971158833905,3856.97391,994.09558,0.0,1.0,7.0
AS14.06,0.1999999999999999,3749.116590000001,1559.63453,-1.0,0.4,7.0,0.1818840579710145,2664.83862,1013.63225,0.0,1.0,8.0,0.0597158394607842,1142.50984,693.44351,-0.6,1.0,7.0,0.1723244348244348,4579.83144,1102.0519699999998,-0.25,0.5,7.0,0.1751971158833905,3856.97391,994.09558,0.0,1.0,7.0,0.1088842775157705,4014.75688,1300.92757,-0.6,0.6,8.0
AS14.06,0.1818840579710145,2664.83862,1013.63225,0.0,1.0,8.0,0.0597158394607842,1142.50984,693.44351,-0.6,1.0,7.0,0.1723244348244348,4579.83144,1102.0519699999998,-0.25,0.5,7.0,0.1751971158833905,3856.97391,994.09558,0.0,1.0,7.0,0.1088842775157705,4014.75688,1300.92757,-0.6,0.6,8.0,0.3267268445839875,1691.43235,768.47634,0.0,1.0,8.0
AS14.06,0.0597158394607842,1142.50984,693.44351,-0.6,1.0,7.0,0.1723244348244348,4579.83144,1102.0519699999998,-0.25,0.5,7.0,0.1751971158833905,3856.97391,994.09558,0.0,1.0,7.0,0.1088842775157705,4014.75688,1300.92757,-0.6,0.6,8.0,0.3267268445839875,1691.43235,768.47634,0.0,1.0,8.0,0.1574360252575606,3156.45523,981.55833,-0.75,1.0,7.0
AS14.06,0.1723244348244348,4579.83144,1102.0519699999998,-0.25,0.5,7.0,0.1751971158833905,3856.97391,994.09558,0.0,1.0,7.0,0.1088842775157705,4014.75688,1300.92757,-0.6,0.6,8.0,0.3267268445839875,1691.43235,768.47634,0.0,1.0,8.0,0.1574360252575606,3156.45523,981.55833,-0.75,1.0,7.0,0.1728962418300653,1528.69737,548.70229,-0.75,0.0,7.0
AS14.06,0.1751971158833905,3856.97391,994.09558,0.0,1.0,7.0,0.1088842775157705,4014.75688,1300.92757,-0.6,0.6,8.0,0.3267268445839875,1691.43235,768.47634,0.0,1.0,8.0,0.1574360252575606,3156.45523,981.55833,-0.75,1.0,7.0,0.1728962418300653,1528.69737,548.70229,-0.75,0.0,7.0,0.1344308564212805,2012.25683,879.5436100000001,-0.8,0.75,8.0
AS14.06,0.1088842775157705,4014.75688,1300.92757,-0.6,0.6,8.0,0.3267268445839875,1691.43235,768.47634,0.0,1.0,8.0,0.1574360252575606,3156.45523,981.55833,-0.75,1.0,7.0,0.1728962418300653,1528.69737,548.70229,-0.75,0.0,7.0,0.1344308564212805,2012.25683,879.5436100000001,-0.8,0.75,8.0,0.082037037037037,2836.45782,875.21338,-0.6666666666666666,0.6666666666666666,7.0
AS14.06,0.3267268445839875,1691.43235,768.47634,0.0,1.0,8.0,0.1574360252575606,3156.45523,981.55833,-0.75,1.0,7.0,0.1728962418300653,1528.69737,548.70229,-0.75,0.0,7.0,0.1344308564212805,2012.25683,879.5436100000001,-0.8,0.75,8.0,0.082037037037037,2836.45782,875.21338,-0.6666666666666666,0.6666666666666666,7.0,0.1271553065670712,3684.44003,1792.09898,-0.4331666666666667,0.7088333333333334,8.0
AS14.06,0.1574360252575606,3156.45523,981.55833,-0.75,1.0,7.0,0.1728962418300653,1528.69737,548.70229,-0.75,0.0,7.0,0.1344308564212805,2012.25683,879.5436100000001,-0.8,0.75,8.0,0.082037037037037,2836.45782,875.21338,-0.6666666666666666,0.6666666666666666,7.0,0.1271553065670712,3684.44003,1792.09898,-0.4331666666666667,0.7088333333333334,8.0,0.1173852329024742,4644.84043,1223.47479,-0.5,0.25,7.0
AS14.06,0.1728962418300653,1528.69737,548.70229,-0.75,0.0,7.0,0.1344308564212805,2012.25683,879.5436100000001,-0.8,0.75,8.0,0.082037037037037,2836.45782,875.21338,-0.6666666666666666,0.6666666666666666,7.0,0.1271553065670712,3684.44003,1792.09898,-0.4331666666666667,0.7088333333333334,8.0,0.1173852329024742,4644.84043,1223.47479,-0.5,0.25,7.0,0.0,733.48513,694.68806,-1.0,1.0,7.0
AS14.07,0.0371377298486333,1646.31118,479.43341,-0.291,0.7340000000000001,7.0,0.16553478698484,4528.23986,1728.2906999999998,-1.0,1.4,7.0,0.0977203203270521,3301.56664,1612.69826,-0.75,-0.25,5.0,0.0916631692090301,3626.01442,1423.0572900000002,0.3333333333333333,1.0,7.0,0.1823179025890943,4042.41151,1106.18785,-0.4,0.5,6.0,0.1188990759110309,5442.87052,964.16231,0.0,1.5,8.0
AS14.07,0.16553478698484,4528.23986,1728.2906999999998,-1.0,1.4,7.0,0.0977203203270521,3301.56664,1612.69826,-0.75,-0.25,5.0,0.0916631692090301,3626.01442,1423.0572900000002,0.3333333333333333,1.0,7.0,0.1823179025890943,4042.41151,1106.18785,-0.4,0.5,6.0,0.1188990759110309,5442.87052,964.16231,0.0,1.5,8.0,0.2008004969445337,2834.3327200000003,722.61964,0.5,1.0,8.0
AS14.07,0.0977203203270521,3301.56664,1612.69826,-0.75,-0.25,5.0,0.0916631692090301,3626.01442,1423.0572900000002,0.3333333333333333,1.0,7.0,0.1823179025890943,4042.41151,1106.18785,-0.4,0.5,6.0,0.1188990759110309,5442.87052,964.16231,0.0,1.5,8.0,0.2008004969445337,2834.3327200000003,722.61964,0.5,1.0,8.0,0.0549934521831331,4516.45635,1188.37463,-0.5,1.3333333333333333,8.0
AS14.07,0.0916631692090301,3626.01442,1423.0572900000002,0.3333333333333333,1.0,7.0,0.1823179025890943,4042.41151,1106.18785,-0.4,0.5,6.0,0.1188990759110309,5442.87052,964.16231,0.0,1.5,8.0,0.2008004969445337,2834.3327200000003,722.61964,0.5,1.0,8.0,0.0549934521831331,4516.45635,1188.37463,-0.5,1.3333333333333333,8.0,0.0441030314122018,2989.9788500000004,1391.7444999999998,0.2,0.6,7.0
AS14.07,0.1823179025890943,4042.41151,1106.18785,-0.4,0.5,6.0,0.1188990759110309,5442.87052,964.16231,0.0,1.5,8.0,0.2008004969445337,2834.3327200000003,722.61964,0.5,1.0,8.0,0.0549934521831331,4516.45635,1188.37463,-0.5,1.3333333333333333,8.0,0.0441030314122018,2989.9788500000004,1391.7444999999998,0.2,0.6,7.0,0.035287356321839,2669.14615,1525.96782,0.2,1.0,7.0
AS14.07,0.1188990759110309,5442.87052,964.16231,0.0,1.5,8.0,0.2008004969445337,2834.3327200000003,722.61964,0.5,1.0,8.0,0.0549934521831331,4516.45635,1188.37463,-0.5,1.3333333333333333,8.0,0.0441030314122018,2989.9788500000004,1391.7444999999998,0.2,0.6,7.0,0.035287356321839,2669.14615,1525.96782,0.2,1.0,7.0,0.0452198109867505,4384.832359999999,1514.86802,0.25,1.5,8.0
AS14.07,0.2008004969445337,2834.3327200000003,722.61964,0.5,1.0,8.0,0.0549934521831331,4516.45635,1188.37463,-0.5,1.3333333333333333,8.0,0.0441030314122018,2989.9788500000004,1391.7444999999998,0.2,0.6,7.0,0.035287356321839,2669.14615,1525.96782,0.2,1.0,7.0,0.0452198109867505,4384.832359999999,1514.86802,0.25,1.5,8.0,0.0321023399381546,3053.6420500000004,1935.98845,0.2,1.0,7.0
AS14.07,0.0549934521831331,4516.45635,1188.37463,-0.5,1.3333333333333333,8.0,0.0441030314122018,2989.9788500000004,1391.7444999999998,0.2,0.6,7.0,0.035287356321839,2669.14615,1525.96782,0.2,1.0,7.0,0.0452198109867505,4384.832359999999,1514.86802,0.25,1.5,8.0,0.0321023399381546,3053.6420500000004,1935.98845,0.2,1.0,7.0,0.0124863387978141,2640.25902,1701.50366,0.2,0.5,6.0
AS14.07,0.0441030314122018,2989.9788500000004,1391.7444999999998,0.2,0.6,7.0,0.035287356321839,2669.14615,1525.96782,0.2,1.0,7.0,0.0452198109867505,4384.832359999999,1514.86802,0.25,1.5,8.0,0.0321023399381546,3053.6420500000004,1935.98845,0.2,1.0,7.0,0.0124863387978141,2640.25902,1701.50366,0.2,0.5,6.0,0.0285993844177987,2794.68754,1600.05833,-1.0,0.0,4.0
AS14.07,0.035287356321839,2669.14615,1525.96782,0.2,1.0,7.0,0.0452198109867505,4384.832359999999,1514.86802,0.25,1.5,8.0,0.0321023399381546,3053.6420500000004,1935.98845,0.2,1.0,7.0,0.0124863387978141,2640.25902,1701.50366,0.2,0.5,6.0,0.0285993844177987,2794.68754,1600.05833,-1.0,0.0,4.0,0.0451898429781754,5456.69196,1209.43573,-1.0,0.8,7.0
AS14.07,0.0452198109867505,4384.832359999999,1514.86802,0.25,1.5,8.0,0.0321023399381546,3053.6420500000004,1935.98845,0.2,1.0,7.0,0.0124863387978141,2640.25902,1701.50366,0.2,0.5,6.0,0.0285993844177987,2794.68754,1600.05833,-1.0,0.0,4.0,0.0451898429781754,5456.69196,1209.43573,-1.0,0.8,7.0,0.0261248249299719,3146.06674,1493.97369,-1.25,0.25,6.0
AS14.07,0.0321023399381546,3053.6420500000004,1935.98845,0.2,1.0,7.0,0.0124863387978141,2640.25902,1701.50366,0.2,0.5,6.0,0.0285993844177987,2794.68754,1600.05833,-1.0,0.0,4.0,0.0451898429781754,5456.69196,1209.43573,-1.0,0.8,7.0,0.0261248249299719,3146.06674,1493.97369,-1.25,0.25,6.0,0.0349042909400584,3048.56091,1311.67432,-0.4,0.2,6.0
AS14.07,0.0124863387978141,2640.25902,1701.50366,0.2,0.5,6.0,0.0285993844177987,2794.68754,1600.05833,-1.0,0.0,4.0,0.0451898429781754,5456.69196,1209.43573,-1.0,0.8,7.0,0.0261248249299719,3146.06674,1493.97369,-1.25,0.25,6.0,0.0349042909400584,3048.56091,1311.67432,-0.4,0.2,6.0,0.0272482893450635,4279.33566,1146.11612,-0.75,0.0,6.0
AS14.07,0.0285993844177987,2794.68754,1600.05833,-1.0,0.0,4.0,0.0451898429781754,5456.69196,1209.43573,-1.0,0.8,7.0,0.0261248249299719,3146.06674,1493.97369,-1.25,0.25,6.0,0.0349042909400584,3048.56091,1311.67432,-0.4,0.2,6.0,0.0272482893450635,4279.33566,1146.11612,-0.75,0.0,6.0,0.0130005561735261,1705.45661,1400.98951,0.0,0.6666666666666666,6.0
AS14.07,0.0451898429781754,5456.69196,1209.43573,-1.0,0.8,7.0,0.0261248249299719,3146.06674,1493.97369,-1.25,0.25,6.0,0.0349042909400584,3048.56091,1311.67432,-0.4,0.2,6.0,0.0272482893450635,4279.33566,1146.11612,-0.75,0.0,6.0,0.0130005561735261,1705.45661,1400.98951,0.0,0.6666666666666666,6.0,0.0186507936507936,2534.1601100000003,1390.24664,-0.75,1.0,7.0
AS14.07,0.0261248249299719,3146.06674,1493.97369,-1.25,0.25,6.0,0.0349042909400584,3048.56091,1311.67432,-0.4,0.2,6.0,0.0272482893450635,4279.33566,1146.11612,-0.75,0.0,6.0,0.0130005561735261,1705.45661,1400.98951,0.0,0.6666666666666666,6.0,0.0186507936507936,2534.1601100000003,1390.24664,-0.75,1.0,7.0,0.0464260451084179,5977.38266,1404.40784,-0.6,0.2,5.0
AS14.07,0.0349042909400584,3048.56091,1311.67432,-0.4,0.2,6.0,0.0272482893450635,4279.33566,1146.11612,-0.75,0.0,6.0,0.0130005561735261,1705.45661,1400.98951,0.0,0.6666666666666666,6.0,0.0186507936507936,2534.1601100000003,1390.24664,-0.75,1.0,7.0,0.0464260451084179,5977.38266,1404.40784,-0.6,0.2,5.0,0.0349658469945355,3391.01465,1056.1172,-0.4,0.6,7.0
AS14.07,0.0272482893450635,4279.33566,1146.11612,-0.75,0.0,6.0,0.0130005561735261,1705.45661,1400.98951,0.0,0.6666666666666666,6.0,0.0186507936507936,2534.1601100000003,1390.24664,-0.75,1.0,7.0,0.0464260451084179,5977.38266,1404.40784,-0.6,0.2,5.0,0.0349658469945355,3391.01465,1056.1172,-0.4,0.6,7.0,0.0172420634920634,3326.70222,963.25772,-1.0,0.6,6.0
AS14.07,0.0130005561735261,1705.45661,1400.98951,0.0,0.6666666666666666,6.0,0.0186507936507936,2534.1601100000003,1390.24664,-0.75,1.0,7.0,0.0464260451084179,5977.38266,1404.40784,-0.6,0.2,5.0,0.0349658469945355,3391.01465,1056.1172,-0.4,0.6,7.0,0.0172420634920634,3326.70222,963.25772,-1.0,0.6,6.0,0.0416666666666666,922.81768,642.6668299999999,0.4,0.5,6.0
AS14.07,0.0186507936507936,2534.1601100000003,1390.24664,-0.75,1.0,7.0,0.0464260451084179,5977.38266,1404.40784,-0.6,0.2,5.0,0.0349658469945355,3391.01465,1056.1172,-0.4,0.6,7.0,0.0172420634920634,3326.70222,963.25772,-1.0,0.6,6.0,0.0416666666666666,922.81768,642.6668299999999,0.4,0.5,6.0,0.0270208083233293,1974.33843,412.62793,0.5,0.0,6.0
AS14.07,0.0464260451084179,5977.38266,1404.40784,-0.6,0.2,5.0,0.0349658469945355,3391.01465,1056.1172,-0.4,0.6,7.0,0.0172420634920634,3326.70222,963.25772,-1.0,0.6,6.0,0.0416666666666666,922.81768,642.6668299999999,0.4,0.5,6.0,0.0270208083233293,1974.33843,412.62793,0.5,0.0,6.0,0.0618532232379685,2985.2801600000003,2385.44008,0.0,0.75,6.0
AS14.07,0.0349658469945355,3391.01465,1056.1172,-0.4,0.6,7.0,0.0172420634920634,3326.70222,963.25772,-1.0,0.6,6.0,0.0416666666666666,922.81768,642.6668299999999,0.4,0.5,6.0,0.0270208083233293,1974.33843,412.62793,0.5,0.0,6.0,0.0618532232379685,2985.2801600000003,2385.44008,0.0,0.75,6.0,0.0163194444444444,3950.24685,1523.61317,-0.25,1.0,6.0
AS14.07,0.0172420634920634,3326.70222,963.25772,-1.0,0.6,6.0,0.0416666666666666,922.81768,642.6668299999999,0.4,0.5,6.0,0.0270208083233293,1974.33843,412.62793,0.5,0.0,6.0,0.0618532232379685,2985.2801600000003,2385.44008,0.0,0.75,6.0,0.0163194444444444,3950.24685,1523.61317,-0.25,1.0,6.0,0.0333537581699346,2020.18539,739.2502,-0.2,0.4,6.0
AS14.07,0.0416666666666666,922.81768,642.6668299999999,0.4,0.5,6.0,0.0270208083233293,1974.33843,412.62793,0.5,0.0,6.0,0.0618532232379685,2985.2801600000003,2385.44008,0.0,0.75,6.0,0.0163194444444444,3950.24685,1523.61317,-0.25,1.0,6.0,0.0333537581699346,2020.18539,739.2502,-0.2,0.4,6.0,0.0196233378043152,2149.0522,1187.64656,-0.75,0.5,6.0
AS14.07,0.0270208083233293,1974.33843,412.62793,0.5,0.0,6.0,0.0618532232379685,2985.2801600000003,2385.44008,0.0,0.75,6.0,0.0163194444444444,3950.24685,1523.61317,-0.25,1.0,6.0,0.0333537581699346,2020.18539,739.2502,-0.2,0.4,6.0,0.0196233378043152,2149.0522,1187.64656,-0.75,0.5,6.0,0.0598363000635728,2654.22987,993.9461,-1.25,0.0,5.0
AS14.07,0.0618532232379685,2985.2801600000003,2385.44008,0.0,0.75,6.0,0.0163194444444444,3950.24685,1523.61317,-0.25,1.0,6.0,0.0333537581699346,2020.18539,739.2502,-0.2,0.4,6.0,0.0196233378043152,2149.0522,1187.64656,-0.75,0.5,6.0,0.0598363000635728,2654.22987,993.9461,-1.25,0.0,5.0,0.0442090395480226,2168.70185,826.63636,-1.2,0.0,4.0
AS14.07,0.0163194444444444,3950.24685,1523.61317,-0.25,1.0,6.0,0.0333537581699346,2020.18539,739.2502,-0.2,0.4,6.0,0.0196233378043152,2149.0522,1187.64656,-0.75,0.5,6.0,0.0598363000635728,2654.22987,993.9461,-1.25,0.0,5.0,0.0442090395480226,2168.70185,826.63636,-1.2,0.0,4.0,0.0170977011494253,1658.5645,505.38978,-1.0,-0.4,5.0
AS14.07,0.0333537581699346,2020.18539,739.2502,-0.2,0.4,6.0,0.0196233378043152,2149.0522,1187.64656,-0.75,0.5,6.0,0.0598363000635728,2654.22987,993.9461,-1.25,0.0,5.0,0.0442090395480226,2168.70185,826.63636,-1.2,0.0,4.0,0.0170977011494253,1658.5645,505.38978,-1.0,-0.4,5.0,0.0031254706183548,1334.8584399999995,463.07302,0.25,0.75,7.0
AS14.07,0.0196233378043152,2149.0522,1187.64656,-0.75,0.5,6.0,0.0598363000635728,2654.22987,993.9461,-1.25,0.0,5.0,0.0442090395480226,2168.70185,826.63636,-1.2,0.0,4.0,0.0170977011494253,1658.5645,505.38978,-1.0,-0.4,5.0,0.0031254706183548,1334.8584399999995,463.07302,0.25,0.75,7.0,0.0297619047619047,1143.05937,491.83422,-2.0,-1.0,3.0
AS14.07,0.0598363000635728,2654.22987,993.9461,-1.25,0.0,5.0,0.0442090395480226,2168.70185,826.63636,-1.2,0.0,4.0,0.0170977011494253,1658.5645,505.38978,-1.0,-0.4,5.0,0.0031254706183548,1334.8584399999995,463.07302,0.25,0.75,7.0,0.0297619047619047,1143.05937,491.83422,-2.0,-1.0,3.0,0.0249770431588613,3191.22912,2492.9419700000003,-0.4,0.8,7.0
AS14.07,0.0442090395480226,2168.70185,826.63636,-1.2,0.0,4.0,0.0170977011494253,1658.5645,505.38978,-1.0,-0.4,5.0,0.0031254706183548,1334.8584399999995,463.07302,0.25,0.75,7.0,0.0297619047619047,1143.05937,491.83422,-2.0,-1.0,3.0,0.0249770431588613,3191.22912,2492.9419700000003,-0.4,0.8,7.0,0.0220833333333333,1745.95954,425.29375,-0.2,0.4,6.0
AS14.07,0.0170977011494253,1658.5645,505.38978,-1.0,-0.4,5.0,0.0031254706183548,1334.8584399999995,463.07302,0.25,0.75,7.0,0.0297619047619047,1143.05937,491.83422,-2.0,-1.0,3.0,0.0249770431588613,3191.22912,2492.9419700000003,-0.4,0.8,7.0,0.0220833333333333,1745.95954,425.29375,-0.2,0.4,6.0,0.0425213675213675,2554.52362,2022.89979,-0.6666666666666666,0.0,6.0
AS14.07,0.0031254706183548,1334.8584399999995,463.07302,0.25,0.75,7.0,0.0297619047619047,1143.05937,491.83422,-2.0,-1.0,3.0,0.0249770431588613,3191.22912,2492.9419700000003,-0.4,0.8,7.0,0.0220833333333333,1745.95954,425.29375,-0.2,0.4,6.0,0.0425213675213675,2554.52362,2022.89979,-0.6666666666666666,0.0,6.0,0.0203703703703703,1684.41067,526.65374,-0.6,0.4,6.0
AS14.07,0.0297619047619047,1143.05937,491.83422,-2.0,-1.0,3.0,0.0249770431588613,3191.22912,2492.9419700000003,-0.4,0.8,7.0,0.0220833333333333,1745.95954,425.29375,-0.2,0.4,6.0,0.0425213675213675,2554.52362,2022.89979,-0.6666666666666666,0.0,6.0,0.0203703703703703,1684.41067,526.65374,-0.6,0.4,6.0,0.0297619047619047,1359.39853,802.3639999999998,0.3333333333333333,-0.6666666666666666,4.0
AS14.07,0.0249770431588613,3191.22912,2492.9419700000003,-0.4,0.8,7.0,0.0220833333333333,1745.95954,425.29375,-0.2,0.4,6.0,0.0425213675213675,2554.52362,2022.89979,-0.6666666666666666,0.0,6.0,0.0203703703703703,1684.41067,526.65374,-0.6,0.4,6.0,0.0297619047619047,1359.39853,802.3639999999998,0.3333333333333333,-0.6666666666666666,4.0,0.0189157390698018,1894.21086,1194.46891,-0.4,-0.2,5.0
AS14.07,0.0220833333333333,1745.95954,425.29375,-0.2,0.4,6.0,0.0425213675213675,2554.52362,2022.89979,-0.6666666666666666,0.0,6.0,0.0203703703703703,1684.41067,526.65374,-0.6,0.4,6.0,0.0297619047619047,1359.39853,802.3639999999998,0.3333333333333333,-0.6666666666666666,4.0,0.0189157390698018,1894.21086,1194.46891,-0.4,-0.2,5.0,0.0134077528240234,2153.32506,719.1701099999999,-0.6,0.4,6.0
AS14.07,0.0425213675213675,2554.52362,2022.89979,-0.6666666666666666,0.0,6.0,0.0203703703703703,1684.41067,526.65374,-0.6,0.4,6.0,0.0297619047619047,1359.39853,802.3639999999998,0.3333333333333333,-0.6666666666666666,4.0,0.0189157390698018,1894.21086,1194.46891,-0.4,-0.2,5.0,0.0134077528240234,2153.32506,719.1701099999999,-0.6,0.4,6.0,0.0536231159130319,4982.40666,2053.40008,0.25,0.75,7.0
AS14.07,0.0203703703703703,1684.41067,526.65374,-0.6,0.4,6.0,0.0297619047619047,1359.39853,802.3639999999998,0.3333333333333333,-0.6666666666666666,4.0,0.0189157390698018,1894.21086,1194.46891,-0.4,-0.2,5.0,0.0134077528240234,2153.32506,719.1701099999999,-0.6,0.4,6.0,0.0536231159130319,4982.40666,2053.40008,0.25,0.75,7.0,0.0524165046359825,2894.64508,2153.3407,-2.0,0.0,5.0
AS14.07,0.0297619047619047,1359.39853,802.3639999999998,0.3333333333333333,-0.6666666666666666,4.0,0.0189157390698018,1894.21086,1194.46891,-0.4,-0.2,5.0,0.0134077528240234,2153.32506,719.1701099999999,-0.6,0.4,6.0,0.0536231159130319,4982.40666,2053.40008,0.25,0.75,7.0,0.0524165046359825,2894.64508,2153.3407,-2.0,0.0,5.0,0.0241479188161226,3001.35406,1062.85094,-2.0,0.5,5.0
AS14.07,0.0189157390698018,1894.21086,1194.46891,-0.4,-0.2,5.0,0.0134077528240234,2153.32506,719.1701099999999,-0.6,0.4,6.0,0.0536231159130319,4982.40666,2053.40008,0.25,0.75,7.0,0.0524165046359825,2894.64508,2153.3407,-2.0,0.0,5.0,0.0241479188161226,3001.35406,1062.85094,-2.0,0.5,5.0,0.016281512605042,1887.21619,718.8782100000001,-1.6666666666666667,-0.3333333333333333,5.0
AS14.07,0.0134077528240234,2153.32506,719.1701099999999,-0.6,0.4,6.0,0.0536231159130319,4982.40666,2053.40008,0.25,0.75,7.0,0.0524165046359825,2894.64508,2153.3407,-2.0,0.0,5.0,0.0241479188161226,3001.35406,1062.85094,-2.0,0.5,5.0,0.016281512605042,1887.21619,718.8782100000001,-1.6666666666666667,-0.3333333333333333,5.0,0.0395748363207041,1421.88629,1022.71716,-0.6,0.6,6.0
AS14.07,0.0536231159130319,4982.40666,2053.40008,0.25,0.75,7.0,0.0524165046359825,2894.64508,2153.3407,-2.0,0.0,5.0,0.0241479188161226,3001.35406,1062.85094,-2.0,0.5,5.0,0.016281512605042,1887.21619,718.8782100000001,-1.6666666666666667,-0.3333333333333333,5.0,0.0395748363207041,1421.88629,1022.71716,-0.6,0.6,6.0,0.0141666666666666,1338.0802399999995,1058.9523399999998,-0.6666666666666666,0.0,6.0
AS14.07,0.0524165046359825,2894.64508,2153.3407,-2.0,0.0,5.0,0.0241479188161226,3001.35406,1062.85094,-2.0,0.5,5.0,0.016281512605042,1887.21619,718.8782100000001,-1.6666666666666667,-0.3333333333333333,5.0,0.0395748363207041,1421.88629,1022.71716,-0.6,0.6,6.0,0.0141666666666666,1338.0802399999995,1058.9523399999998,-0.6666666666666666,0.0,6.0,0.0511904761904762,1128.84305,444.06233,-1.0,1.0,8.0
AS14.08,0.0266707914307821,1220.10632,191.77496000000005,0.0,1.0,7.0,0.0741952970920047,1542.8970199999997,877.12229,-0.2,1.0,7.0,0.0254911276086949,941.6289900000002,525.75192,-0.6,1.0,6.0,0.0189294659742906,722.8710500000002,407.0253,-1.25,1.0,7.0,0.0055555555555555,1048.04633,611.1615199999999,0.0,1.0,6.0,0.0044061302681992,942.52862,468.40545,-0.2,1.0,6.0
AS14.08,0.0741952970920047,1542.8970199999997,877.12229,-0.2,1.0,7.0,0.0254911276086949,941.6289900000002,525.75192,-0.6,1.0,6.0,0.0189294659742906,722.8710500000002,407.0253,-1.25,1.0,7.0,0.0055555555555555,1048.04633,611.1615199999999,0.0,1.0,6.0,0.0044061302681992,942.52862,468.40545,-0.2,1.0,6.0,0.0092515482461381,875.55544,296.07652,-0.2,1.0,7.0
AS14.08,0.0254911276086949,941.6289900000002,525.75192,-0.6,1.0,6.0,0.0189294659742906,722.8710500000002,407.0253,-1.25,1.0,7.0,0.0055555555555555,1048.04633,611.1615199999999,0.0,1.0,6.0,0.0044061302681992,942.52862,468.40545,-0.2,1.0,6.0,0.0092515482461381,875.55544,296.07652,-0.2,1.0,7.0,0.0052068141306109,1021.7693099999996,521.6248,-0.2,1.0,7.0
AS14.08,0.0189294659742906,722.8710500000002,407.0253,-1.25,1.0,7.0,0.0055555555555555,1048.04633,611.1615199999999,0.0,1.0,6.0,0.0044061302681992,942.52862,468.40545,-0.2,1.0,6.0,0.0092515482461381,875.55544,296.07652,-0.2,1.0,7.0,0.0052068141306109,1021.7693099999996,521.6248,-0.2,1.0,7.0,0.0089423023646526,1359.52309,872.9144100000001,-0.4,1.0,7.0
AS14.08,0.0055555555555555,1048.04633,611.1615199999999,0.0,1.0,6.0,0.0044061302681992,942.52862,468.40545,-0.2,1.0,6.0,0.0092515482461381,875.55544,296.07652,-0.2,1.0,7.0,0.0052068141306109,1021.7693099999996,521.6248,-0.2,1.0,7.0,0.0089423023646526,1359.52309,872.9144100000001,-0.4,1.0,7.0,0.0023581568290957,948.6272,499.1339,-0.4,1.0,6.0
AS14.08,0.0044061302681992,942.52862,468.40545,-0.2,1.0,6.0,0.0092515482461381,875.55544,296.07652,-0.2,1.0,7.0,0.0052068141306109,1021.7693099999996,521.6248,-0.2,1.0,7.0,0.0089423023646526,1359.52309,872.9144100000001,-0.4,1.0,7.0,0.0023581568290957,948.6272,499.1339,-0.4,1.0,6.0,0.0108096016976183,1075.2684699999995,669.17082,-0.2,1.0,7.0
AS14.08,0.0092515482461381,875.55544,296.07652,-0.2,1.0,7.0,0.0052068141306109,1021.7693099999996,521.6248,-0.2,1.0,7.0,0.0089423023646526,1359.52309,872.9144100000001,-0.4,1.0,7.0,0.0023581568290957,948.6272,499.1339,-0.4,1.0,6.0,0.0108096016976183,1075.2684699999995,669.17082,-0.2,1.0,7.0,0.0099109065113648,1065.20449,843.89864,-0.8,1.0,7.0
AS14.08,0.0052068141306109,1021.7693099999996,521.6248,-0.2,1.0,7.0,0.0089423023646526,1359.52309,872.9144100000001,-0.4,1.0,7.0,0.0023581568290957,948.6272,499.1339,-0.4,1.0,6.0,0.0108096016976183,1075.2684699999995,669.17082,-0.2,1.0,7.0,0.0099109065113648,1065.20449,843.89864,-0.8,1.0,7.0,0.0030700916730328,765.1952199999998,388.59733,-0.6,1.0,7.0
AS14.08,0.0089423023646526,1359.52309,872.9144100000001,-0.4,1.0,7.0,0.0023581568290957,948.6272,499.1339,-0.4,1.0,6.0,0.0108096016976183,1075.2684699999995,669.17082,-0.2,1.0,7.0,0.0099109065113648,1065.20449,843.89864,-0.8,1.0,7.0,0.0030700916730328,765.1952199999998,388.59733,-0.6,1.0,7.0,0.0082887700534759,1409.0598899999995,449.40252,-0.25,0.8965,6.0
