id,variable,date,value
AS14.01,appCat.builtin,2014-04-04,4.035772727272728
AS14.01,appCat.builtin,2014-04-05,4.4832413793103445
AS14.01,appCat.builtin,2014-04-06,4.026923076923077
AS14.01,appCat.builtin,2014-04-07,5.2049666666666665
AS14.01,appCat.builtin,2014-04-08,4.338236486486486
AS14.01,appCat.builtin,2014-04-09,4.4807625
AS14.01,appCat.builtin,2014-04-10,4.668969072164948
AS14.01,appCat.builtin,2014-04-11,4.574617886178862
AS14.01,appCat.builtin,2014-04-12,4.38354
AS14.01,appCat.builtin,2014-04-13,4.5390579710144925
AS14.01,appCat.builtin,2014-04-14,3.9735963855421685
AS14.01,appCat.builtin,2014-04-15,4.158004672897196
AS14.01,appCat.builtin,2014-04-16,4.436143884892086
AS14.01,appCat.builtin,2014-04-17,4.094324074074074
AS14.01,appCat.builtin,2014-04-18,4.680016260162602
AS14.01,appCat.builtin,2014-04-19,3.982576576576576
AS14.01,appCat.builtin,2014-04-20,3.9032014925373133
AS14.01,appCat.builtin,2014-04-21,5.051380952380952
AS14.01,appCat.builtin,2014-04-22,4.404642424242424
AS14.01,appCat.builtin,2014-04-23,4.374917910447762
AS14.01,appCat.builtin,2014-04-24,3.7332785714285714
AS14.01,appCat.builtin,2014-04-25,3.346310924369748
AS14.01,appCat.builtin,2014-04-26,5.712555555555555
AS14.01,appCat.builtin,2014-04-27,5.0855483870967735
AS14.01,appCat.builtin,2014-04-28,4.561528846153847
AS14.01,appCat.builtin,2014-04-29,4.27592125984252
AS14.01,appCat.builtin,2014-04-30,4.109504587155963
AS14.01,appCat.builtin,2014-05-01,4.00229213483146
AS14.01,appCat.builtin,2014-05-02,4.01836936936937
AS14.01,appCat.builtin,2014-05-03,4.937805970149253
AS14.01,appCat.builtin,2014-05-04,4.064868421052632
AS14.01,appCat.builtin,2014-05-05,5.916095238095238
AS14.01,appCat.communication,2014-03-20,32.05188235294117
AS14.01,appCat.communication,2014-03-21,29.082061224489795
AS14.01,appCat.communication,2014-03-22,25.05678048780488
AS14.01,appCat.communication,2014-03-23,30.81074712643678
AS14.01,appCat.communication,2014-03-24,28.907163934426233
AS14.01,appCat.communication,2014-03-25,31.78645238095238
AS14.01,appCat.communication,2014-03-26,26.61989655172414
AS14.01,appCat.communication,2014-03-27,27.146113333333332
AS14.01,appCat.communication,2014-03-28,24.078694444444444
AS14.01,appCat.communication,2014-03-29,30.58367924528302
AS14.01,appCat.communication,2014-03-30,24.337222222222223
AS14.01,appCat.communication,2014-03-31,29.39821487603306
AS14.01,appCat.communication,2014-04-01,28.37908379888268
AS14.01,appCat.communication,2014-04-02,28.86402
AS14.01,appCat.communication,2014-04-03,29.070432624113472
AS14.01,appCat.communication,2014-04-04,27.393125
AS14.01,appCat.communication,2014-04-05,26.267
AS14.01,appCat.communication,2014-04-06,25.193451612903225
AS14.01,appCat.communication,2014-04-07,26.22854954954955
AS14.01,appCat.communication,2014-04-08,24.326391061452515
AS14.01,appCat.communication,2014-04-09,27.47167320261438
AS14.01,appCat.communication,2014-04-10,34.638147058823535
AS14.01,appCat.communication,2014-04-11,23.79605982905983
AS14.01,appCat.communication,2014-04-12,29.007658536585367
AS14.01,appCat.communication,2014-04-13,31.289350000000002
AS14.01,appCat.communication,2014-04-14,33.290263157894735
AS14.01,appCat.communication,2014-04-15,30.267599999999998
AS14.01,appCat.communication,2014-04-16,24.474654135338344
AS14.01,appCat.communication,2014-04-17,29.315077777777777
AS14.01,appCat.communication,2014-04-18,30.4464776119403
AS14.01,appCat.communication,2014-04-19,31.76912
AS14.01,appCat.communication,2014-04-20,36.251870129870134
AS14.01,appCat.communication,2014-04-21,27.723575
AS14.01,appCat.communication,2014-04-22,31.495730088495574
AS14.01,appCat.communication,2014-04-23,29.13507534246575
AS14.01,appCat.communication,2014-04-24,36.10221374045802
AS14.01,appCat.communication,2014-04-25,30.99753076923077
AS14.01,appCat.communication,2014-04-26,26.46045945945946
AS14.01,appCat.communication,2014-04-27,26.74326190476191
AS14.01,appCat.communication,2014-04-28,37.715360000000004
AS14.01,appCat.communication,2014-04-29,31.59433333333333
AS14.01,appCat.communication,2014-04-30,27.916639999999997
AS14.01,appCat.communication,2014-05-01,29.164128342245988
AS14.01,appCat.communication,2014-05-02,27.68501724137931
AS14.01,appCat.communication,2014-05-03,24.22954
AS14.01,appCat.communication,2014-05-04,27.67201754385965
AS14.01,appCat.communication,2014-05-05,26.982142857142858
AS14.01,appCat.entertainment,2014-03-20,58.476
AS14.01,appCat.entertainment,2014-03-21,53.024
AS14.01,appCat.entertainment,2014-03-22,46.662
AS14.01,appCat.entertainment,2014-03-23,31.448666666666668
AS14.01,appCat.entertainment,2014-03-24,11.714833333333333
AS14.01,appCat.entertainment,2014-03-25,34.103
AS14.01,appCat.entertainment,2014-03-26,110.42083333333333
AS14.01,appCat.entertainment,2014-03-27,50.337375
AS14.01,appCat.entertainment,2014-03-28,66.49600000000001
AS14.01,appCat.entertainment,2014-03-29,49.418749999999996
AS14.01,appCat.entertainment,2014-03-30,96.787
AS14.01,appCat.entertainment,2014-03-31,41.89787878787879
AS14.01,appCat.entertainment,2014-04-01,42.94320833333333
AS14.01,appCat.entertainment,2014-04-02,46.32331034482758
AS14.01,appCat.entertainment,2014-04-03,49.75503846153846
AS14.01,appCat.entertainment,2014-04-04,70.59920000000001
AS14.01,appCat.entertainment,2014-04-05,76.369
AS14.01,appCat.entertainment,2014-04-06,93.607
AS14.01,appCat.entertainment,2014-04-07,28.981
AS14.01,appCat.entertainment,2014-04-08,66.44672222222222
AS14.01,appCat.entertainment,2014-04-09,78.3975
AS14.01,appCat.entertainment,2014-04-10,31.432399999999994
AS14.01,appCat.entertainment,2014-04-11,53.338
AS14.01,appCat.entertainment,2014-04-12,59.68214285714286
AS14.01,appCat.entertainment,2014-04-13,62.348
AS14.01,appCat.entertainment,2014-04-14,74.16055
AS14.01,appCat.entertainment,2014-04-15,49.711684210526315
AS14.01,appCat.entertainment,2014-04-16,23.707444444444445
AS14.01,appCat.entertainment,2014-04-17,28.448200000000003
AS14.01,appCat.entertainment,2014-04-18,58.76025
AS14.01,appCat.entertainment,2014-04-19,78.21233333333333
AS14.01,appCat.entertainment,2014-04-20,60.62433333333333
AS14.01,appCat.entertainment,2014-04-21,18.72
AS14.01,appCat.entertainment,2014-04-22,31.322111111111113
AS14.01,appCat.entertainment,2014-04-23,38.603
AS14.01,appCat.entertainment,2014-04-24,48.50646341463415
AS14.01,appCat.entertainment,2014-04-25,50.064
AS14.01,appCat.entertainment,2014-04-26,125.556
AS14.01,appCat.entertainment,2014-04-27,31.25111111111111
AS14.01,appCat.entertainment,2014-04-28,52.68992307692307
AS14.01,appCat.entertainment,2014-04-29,56.75552173913043
AS14.01,appCat.entertainment,2014-04-30,33.657466666666664
AS14.01,appCat.entertainment,2014-05-01,58.85825
AS14.01,appCat.entertainment,2014-05-02,58.814666666666675
AS14.01,appCat.entertainment,2014-05-03,32.70182352941177
AS14.01,appCat.entertainment,2014-05-04,15.087250000000001
AS14.01,appCat.finance,2014-03-21,6.193
AS14.01,appCat.finance,2014-03-22,7.025333333333333
AS14.01,appCat.finance,2014-03-23,10.85075
AS14.01,appCat.finance,2014-03-24,5.684333333333334
AS14.01,appCat.finance,2014-03-25,10.7635
AS14.01,appCat.finance,2014-03-26,8.721833333333334
AS14.01,appCat.finance,2014-03-27,14.073
AS14.01,appCat.finance,2014-03-28,12.738
AS14.01,appCat.finance,2014-03-31,6.875833333333333
AS14.01,appCat.finance,2014-04-01,5.950967741935483
AS14.01,appCat.finance,2014-04-02,6.294764705882352
AS14.01,appCat.finance,2014-04-03,6.516
AS14.01,appCat.finance,2014-04-07,9.2256
AS14.01,appCat.finance,2014-04-08,6.377
AS14.01,appCat.finance,2014-04-11,11.7986
AS14.01,appCat.finance,2014-04-13,6.537625
AS14.01,appCat.finance,2014-04-14,10.0318
AS14.01,appCat.finance,2014-04-15,4.347666666666666
AS14.01,appCat.finance,2014-04-18,10.582333333333333
AS14.01,appCat.finance,2014-04-19,7.876399999999999
AS14.01,appCat.finance,2014-04-20,5.303
AS14.01,appCat.finance,2014-04-21,11.088666666666667
AS14.01,appCat.finance,2014-04-22,6.408833333333333
AS14.01,appCat.finance,2014-04-23,6.0169999999999995
AS14.01,appCat.finance,2014-04-24,10.302
AS14.01,appCat.finance,2014-04-25,7.023666666666666
AS14.01,appCat.finance,2014-04-26,6.816749999999999
AS14.01,appCat.finance,2014-04-28,6.615285714285714
AS14.01,appCat.finance,2014-04-30,9.242799999999999
AS14.01,appCat.finance,2014-05-01,6.74235294117647
AS14.01,appCat.finance,2014-05-02,7.260319999999999
AS14.01,appCat.finance,2014-05-03,5.543833333333333
AS14.01,appCat.game,2014-03-28,116.518
AS14.01,appCat.game,2014-03-31,51.176
AS14.01,appCat.game,2014-04-01,78.247
AS14.01,appCat.game,2014-04-06,57.203
AS14.01,appCat.game,2014-04-10,1.059
AS14.01,appCat.game,2014-04-19,29.084
AS14.01,appCat.game,2014-04-29,38.211
AS14.01,appCat.office,2014-03-21,33.88
AS14.01,appCat.office,2014-03-24,3.01
AS14.01,appCat.office,2014-03-27,10.383272727272727
AS14.01,appCat.office,2014-04-01,30.796000000000003
AS14.01,appCat.office,2014-04-07,17.107
AS14.01,appCat.office,2014-04-10,23.195
AS14.01,appCat.office,2014-05-01,28.098
AS14.01,appCat.other,2014-03-20,5.6725
AS14.01,appCat.other,2014-03-21,10.093
AS14.01,appCat.other,2014-03-22,10.094166666666666
AS14.01,appCat.other,2014-03-23,8.1208
AS14.01,appCat.other,2014-03-24,11.093000000000002
AS14.01,appCat.other,2014-03-25,7.92
AS14.01,appCat.other,2014-03-26,11.305
AS14.01,appCat.other,2014-03-27,9.755333333333333
AS14.01,appCat.other,2014-03-28,11.5845
AS14.01,appCat.other,2014-03-29,11.097800000000001
AS14.01,appCat.other,2014-03-30,8.7268
AS14.01,appCat.other,2014-03-31,12.134285714285713
AS14.01,appCat.other,2014-04-01,8.230333333333332
AS14.01,appCat.other,2014-04-02,5.5579375
AS14.01,appCat.other,2014-04-03,8.710076923076922
AS14.01,appCat.other,2014-04-04,9.792333333333334
AS14.01,appCat.other,2014-04-05,8.630666666666666
AS14.01,appCat.other,2014-04-06,9.37475
AS14.01,appCat.other,2014-04-07,12.1755
AS14.01,appCat.other,2014-04-08,8.402000000000001
AS14.01,appCat.other,2014-04-09,7.042666666666666
AS14.01,appCat.other,2014-04-10,6.596333333333334
AS14.01,appCat.other,2014-04-11,8.575333333333333
AS14.01,appCat.other,2014-04-12,11.290428571428572
AS14.01,appCat.other,2014-04-13,8.564454545454545
AS14.01,appCat.other,2014-04-14,7.7764
AS14.01,appCat.other,2014-04-15,9.7194
AS14.01,appCat.other,2014-04-16,6.7973333333333334
AS14.01,appCat.other,2014-04-17,10.7526
AS14.01,appCat.other,2014-04-18,6.827
AS14.01,appCat.other,2014-04-19,6.2964
AS14.01,appCat.other,2014-04-20,6.8404
AS14.01,appCat.other,2014-04-21,7.9205
AS14.01,appCat.other,2014-04-22,10.526666666666666
AS14.01,appCat.other,2014-04-23,7.066333333333333
AS14.01,appCat.other,2014-04-24,7.98325
AS14.01,appCat.other,2014-04-25,11.4745
AS14.01,appCat.other,2014-04-26,9.241
AS14.01,appCat.other,2014-04-27,7.093166666666666
AS14.01,appCat.other,2014-04-28,8.0444
AS14.01,appCat.other,2014-04-29,8.0944
AS14.01,appCat.other,2014-04-30,9.715
AS14.01,appCat.other,2014-05-01,7.405
AS14.01,appCat.other,2014-05-02,6.4886
AS14.01,appCat.other,2014-05-03,8.113800000000001
AS14.01,appCat.other,2014-05-04,7.1049999999999995
AS14.01,appCat.social,2014-03-20,49.617
AS14.01,appCat.social,2014-03-21,53.70869090909091
AS14.01,appCat.social,2014-03-22,36.636
AS14.01,appCat.social,2014-03-23,38.200823529411764
AS14.01,appCat.social,2014-03-24,36.83202702702703
AS14.01,appCat.social,2014-03-25,49.330119999999994
AS14.01,appCat.social,2014-03-26,47.224133333333334
AS14.01,appCat.social,2014-03-27,36.730583333333335
AS14.01,appCat.social,2014-03-28,25.63705
AS14.01,appCat.social,2014-03-29,59.111
AS14.01,appCat.social,2014-03-30,55.895
AS14.01,appCat.social,2014-03-31,40.76777272727273
AS14.01,appCat.social,2014-04-01,29.979528846153848
AS14.01,appCat.social,2014-04-02,34.853760869565214
AS14.01,appCat.social,2014-04-03,34.71030434782609
AS14.01,appCat.social,2014-04-04,39.564479999999996
AS14.01,appCat.social,2014-04-05,45.401
AS14.01,appCat.social,2014-04-06,30.9285
AS14.01,appCat.social,2014-04-07,39.85363636363636
AS14.01,appCat.social,2014-04-08,25.924775
AS14.01,appCat.social,2014-04-09,35.22332786885246
AS14.01,appCat.social,2014-04-10,33.10672413793104
AS14.01,appCat.social,2014-04-11,45.90823076923077
AS14.01,appCat.social,2014-04-12,44.072
AS14.01,appCat.social,2014-04-13,17.250999999999998
AS14.01,appCat.social,2014-04-14,45.3770625
AS14.01,appCat.social,2014-04-15,49.718769230769226
AS14.01,appCat.social,2014-04-16,49.54811111111111
AS14.01,appCat.social,2014-04-17,33.62244444444444
AS14.01,appCat.social,2014-04-18,20.138
AS14.01,appCat.social,2014-04-19,36.061090909090915
AS14.01,appCat.social,2014-04-20,32.828199999999995
AS14.01,appCat.social,2014-04-21,26.776666666666667
AS14.01,appCat.social,2014-04-22,44.138444444444445
AS14.01,appCat.social,2014-04-23,43.88316666666666
AS14.01,appCat.social,2014-04-24,41.401580645161296
AS14.01,appCat.social,2014-04-25,51.664
AS14.01,appCat.social,2014-04-26,22.672
AS14.01,appCat.social,2014-04-27,13.735
AS14.01,appCat.social,2014-04-28,29.402555555555555
AS14.01,appCat.social,2014-04-29,73.57600000000001
AS14.01,appCat.social,2014-04-30,9.907333333333334
AS14.01,appCat.social,2014-05-01,40.75419230769231
AS14.01,appCat.social,2014-05-02,33.7005
AS14.01,appCat.social,2014-05-03,22.84466666666667
AS14.01,appCat.social,2014-05-04,38.6835
AS14.01,appCat.social,2014-05-05,25.104
AS14.01,appCat.travel,2014-03-21,16.737299999999998
AS14.01,appCat.travel,2014-03-22,37.305
AS14.01,appCat.travel,2014-03-24,8.751249999999999
AS14.01,appCat.travel,2014-03-27,23.657
AS14.01,appCat.travel,2014-03-28,24.85506666666667
AS14.01,appCat.travel,2014-03-29,17.47833333333333
AS14.01,appCat.travel,2014-03-31,36.6762
AS14.01,appCat.travel,2014-04-01,28.856125
AS14.01,appCat.travel,2014-04-03,19.082
AS14.01,appCat.travel,2014-04-04,7.942833333333333
AS14.01,appCat.travel,2014-04-05,31.324166666666667
AS14.01,appCat.travel,2014-04-07,60.247
AS14.01,appCat.travel,2014-04-11,34.234
AS14.01,appCat.travel,2014-04-12,5.031
AS14.01,appCat.travel,2014-04-14,14.552
AS14.01,appCat.travel,2014-04-15,8.363
AS14.01,appCat.travel,2014-04-18,21.291333333333334
AS14.01,appCat.travel,2014-04-19,64.445
AS14.01,appCat.travel,2014-04-21,22.759333333333334
AS14.01,appCat.travel,2014-04-24,17.061333333333334
AS14.01,appCat.travel,2014-04-25,21.10533333333333
AS14.01,appCat.travel,2014-04-26,23.538649999999997
AS14.01,appCat.travel,2014-04-29,20.991
AS14.01,appCat.travel,2014-04-30,17.049875
AS14.01,appCat.unknown,2014-03-20,45.173
AS14.01,appCat.unknown,2014-03-25,11.363714285714286
AS14.01,appCat.unknown,2014-03-30,33.2385
AS14.01,appCat.unknown,2014-03-31,29.29
AS14.01,appCat.unknown,2014-04-26,3.148
AS14.01,appCat.unknown,2014-05-03,30.102
AS14.01,appCat.utilities,2014-03-20,10.536999999999999
AS14.01,appCat.utilities,2014-03-21,13.103240000000001
AS14.01,appCat.utilities,2014-03-22,26.594
AS14.01,appCat.utilities,2014-03-23,30.086
AS14.01,appCat.utilities,2014-03-24,10.064
AS14.01,appCat.utilities,2014-03-25,22.2893
AS14.01,appCat.utilities,2014-03-26,33.365
AS14.01,appCat.utilities,2014-03-27,16.275363636363636
AS14.01,appCat.utilities,2014-03-28,16.35275
AS14.01,appCat.utilities,2014-03-29,19.51704347826087
AS14.01,appCat.utilities,2014-03-30,38.296
AS14.01,appCat.utilities,2014-03-31,12.370882352941177
AS14.01,appCat.utilities,2014-04-01,14.53452
AS14.01,appCat.utilities,2014-04-02,11.561000000000002
AS14.01,appCat.utilities,2014-04-03,14.059384615384618
AS14.01,appCat.utilities,2014-04-04,9.899384615384616
AS14.01,appCat.utilities,2014-04-05,13.217333333333334
AS14.01,appCat.utilities,2014-04-06,9.2498
AS14.01,appCat.utilities,2014-04-07,2.532
AS14.01,appCat.utilities,2014-04-08,18.0715
AS14.01,appCat.utilities,2014-04-09,15.6975
AS14.01,appCat.utilities,2014-04-10,14.184384615384614
AS14.01,appCat.utilities,2014-04-11,16.533375
AS14.01,appCat.utilities,2014-04-12,11.041791666666667
AS14.01,appCat.utilities,2014-04-14,14.017636363636363
AS14.01,appCat.utilities,2014-04-15,19.985214285714285
AS14.01,appCat.utilities,2014-04-16,22.3587
AS14.01,appCat.utilities,2014-04-17,16.572666666666667
AS14.01,appCat.utilities,2014-04-18,22.17
AS14.01,appCat.utilities,2014-04-19,9.772571428571428
AS14.01,appCat.utilities,2014-04-20,12.1035
AS14.01,appCat.utilities,2014-04-21,13.698333333333334
AS14.01,appCat.utilities,2014-04-22,20.153095238095236
AS14.01,appCat.utilities,2014-04-23,22.449454545454543
AS14.01,appCat.utilities,2014-04-24,16.276241379310346
AS14.01,appCat.utilities,2014-04-25,13.513
AS14.01,appCat.utilities,2014-04-26,12.22135
AS14.01,appCat.utilities,2014-04-27,10.056333333333333
AS14.01,appCat.utilities,2014-04-28,17.281499999999998
AS14.01,appCat.utilities,2014-04-29,15.813294117647061
AS14.01,appCat.utilities,2014-04-30,22.459
AS14.01,appCat.utilities,2014-05-01,17.971266666666665
AS14.01,appCat.utilities,2014-05-02,5.5415
AS14.01,appCat.utilities,2014-05-03,16.42866666666667
AS14.01,appCat.utilities,2014-05-05,33.254666666666665
AS14.01,appCat.weather,2014-03-23,30.386
AS14.01,call,2014-02-17,1.0
AS14.01,call,2014-02-18,1.0
AS14.01,call,2014-02-19,1.0
AS14.01,call,2014-02-20,1.0
AS14.01,call,2014-02-22,1.0
AS14.01,call,2014-02-25,1.0
AS14.01,call,2014-02-26,1.0
AS14.01,call,2014-02-28,1.0
AS14.01,call,2014-03-03,1.0
AS14.01,call,2014-03-05,1.0
AS14.01,call,2014-03-06,1.0
AS14.01,call,2014-03-07,1.0
AS14.01,call,2014-03-10,1.0
AS14.01,call,2014-03-11,1.0
AS14.01,call,2014-03-12,1.0
AS14.01,call,2014-03-13,1.0
AS14.01,call,2014-03-14,1.0
AS14.01,call,2014-03-18,1.0
AS14.01,call,2014-03-19,1.0
AS14.01,call,2014-03-20,1.0
AS14.01,call,2014-03-21,1.0
AS14.01,call,2014-03-22,1.0
AS14.01,call,2014-03-24,1.0
AS14.01,call,2014-03-27,1.0
AS14.01,call,2014-03-28,1.0
AS14.01,call,2014-03-29,1.0
AS14.01,call,2014-03-31,1.0
AS14.01,call,2014-04-01,1.0
AS14.01,call,2014-04-02,1.0
AS14.01,call,2014-04-03,1.0
AS14.01,call,2014-04-04,1.0
AS14.01,call,2014-04-06,1.0
AS14.01,call,2014-04-07,1.0
AS14.01,call,2014-04-08,1.0
AS14.01,call,2014-04-09,1.0
AS14.01,call,2014-04-10,1.0
AS14.01,call,2014-04-14,1.0
AS14.01,call,2014-04-15,1.0
AS14.01,call,2014-04-17,1.0
AS14.01,call,2014-04-18,1.0
AS14.01,call,2014-04-19,1.0
AS14.01,call,2014-04-20,1.0
AS14.01,call,2014-04-21,1.0
AS14.01,call,2014-04-22,1.0
AS14.01,call,2014-04-23,1.0
AS14.01,call,2014-04-24,1.0
AS14.01,call,2014-04-25,1.0
AS14.01,call,2014-04-26,1.0
AS14.01,call,2014-04-28,1.0
AS14.01,call,2014-04-30,1.0
AS14.01,call,2014-05-01,1.0
AS14.01,circumplex.arousal,2014-02-26,-0.25
AS14.01,circumplex.arousal,2014-02-27,0.0
AS14.01,circumplex.arousal,2014-03-21,0.2
AS14.01,circumplex.arousal,2014-03-22,0.6
AS14.01,circumplex.arousal,2014-03-23,0.2
AS14.01,circumplex.arousal,2014-03-24,0.0
AS14.01,circumplex.arousal,2014-03-25,0.5
AS14.01,circumplex.arousal,2014-03-26,-0.2
AS14.01,circumplex.arousal,2014-03-27,0.2
AS14.01,circumplex.arousal,2014-03-28,-0.6
AS14.01,circumplex.arousal,2014-03-29,0.2
AS14.01,circumplex.arousal,2014-03-30,-0.5
AS14.01,circumplex.arousal,2014-03-31,0.0
AS14.01,circumplex.arousal,2014-04-01,0.2
AS14.01,circumplex.arousal,2014-04-02,0.3333333333333333
AS14.01,circumplex.arousal,2014-04-03,-1.2
AS14.01,circumplex.arousal,2014-04-04,0.2
AS14.01,circumplex.arousal,2014-04-05,-0.4
AS14.01,circumplex.arousal,2014-04-06,-0.75
AS14.01,circumplex.arousal,2014-04-07,-0.6666666666666666
AS14.01,circumplex.arousal,2014-04-08,-0.4
AS14.01,circumplex.arousal,2014-04-09,-0.8
AS14.01,circumplex.arousal,2014-04-10,-0.4
AS14.01,circumplex.arousal,2014-04-11,-1.2
AS14.01,circumplex.arousal,2014-04-12,-0.75
AS14.01,circumplex.arousal,2014-04-13,-1.25
AS14.01,circumplex.arousal,2014-04-14,-1.2
AS14.01,circumplex.arousal,2014-04-15,0.0
AS14.01,circumplex.arousal,2014-04-16,0.75
AS14.01,circumplex.arousal,2014-04-17,-0.4
AS14.01,circumplex.arousal,2014-04-18,-0.8
AS14.01,circumplex.arousal,2014-04-19,-0.2
AS14.01,circumplex.arousal,2014-04-20,-0.25
AS14.01,circumplex.arousal,2014-04-21,-0.25
AS14.01,circumplex.arousal,2014-04-22,0.2
AS14.01,circumplex.arousal,2014-04-23,0.2
AS14.01,circumplex.arousal,2014-04-24,-0.4
AS14.01,circumplex.arousal,2014-04-25,-0.2
AS14.01,circumplex.arousal,2014-04-26,-0.2
AS14.01,circumplex.arousal,2014-04-27,0.0
AS14.01,circumplex.arousal,2014-04-28,-0.8
AS14.01,circumplex.arousal,2014-04-29,-0.25
AS14.01,circumplex.arousal,2014-04-30,-0.4
AS14.01,circumplex.arousal,2014-05-01,-0.4
AS14.01,circumplex.arousal,2014-05-02,-0.2
AS14.01,circumplex.arousal,2014-05-03,-0.2
AS14.01,circumplex.arousal,2014-05-04,-0.5
AS14.01,circumplex.valence,2014-02-26,0.75
AS14.01,circumplex.valence,2014-02-27,0.3333333333333333
AS14.01,circumplex.valence,2014-03-21,0.2
AS14.01,circumplex.valence,2014-03-22,0.5
AS14.01,circumplex.valence,2014-03-23,0.8
AS14.01,circumplex.valence,2014-03-24,0.0
AS14.01,circumplex.valence,2014-03-25,0.5
AS14.01,circumplex.valence,2014-03-26,0.6
AS14.01,circumplex.valence,2014-03-27,0.8
AS14.01,circumplex.valence,2014-03-28,0.6
AS14.01,circumplex.valence,2014-03-29,1.0
AS14.01,circumplex.valence,2014-03-30,0.75
AS14.01,circumplex.valence,2014-03-31,0.6
AS14.01,circumplex.valence,2014-04-01,0.0
AS14.01,circumplex.valence,2014-04-02,0.6666666666666666
AS14.01,circumplex.valence,2014-04-03,0.0
AS14.01,circumplex.valence,2014-04-04,0.4
AS14.01,circumplex.valence,2014-04-05,0.6
AS14.01,circumplex.valence,2014-04-06,0.5
AS14.01,circumplex.valence,2014-04-07,0.25
AS14.01,circumplex.valence,2014-04-08,0.3333333333333333
AS14.01,circumplex.valence,2014-04-09,1.0
AS14.01,circumplex.valence,2014-04-10,0.8
AS14.01,circumplex.valence,2014-04-11,0.8
AS14.01,circumplex.valence,2014-04-12,0.75
AS14.01,circumplex.valence,2014-04-13,1.0
AS14.01,circumplex.valence,2014-04-14,0.6
AS14.01,circumplex.valence,2014-04-15,0.8
AS14.01,circumplex.valence,2014-04-16,0.5
AS14.01,circumplex.valence,2014-04-17,0.6
AS14.01,circumplex.valence,2014-04-18,0.8
AS14.01,circumplex.valence,2014-04-19,1.0
AS14.01,circumplex.valence,2014-04-20,0.75
AS14.01,circumplex.valence,2014-04-21,1.0
AS14.01,circumplex.valence,2014-04-22,1.0
AS14.01,circumplex.valence,2014-04-23,1.0
AS14.01,circumplex.valence,2014-04-24,1.0
AS14.01,circumplex.valence,2014-04-25,0.8
AS14.01,circumplex.valence,2014-04-26,1.0
AS14.01,circumplex.valence,2014-04-27,1.0
